entrezid	symbol
119504	ANAPC16
54541	DDIT4
54788	DNAJB12
10367	MICU1
90550	MCU
84647	PLA2G12B
729046	RPL17P50
5033	P4HA1
25961	NUDT13
109617000	SNORA11F
11319	ECD
317662	FAM149B1
23234	DNAJC9
51021	MRPS16
414245	DNAJC9-AS1
118491	CFAP70
310	ANXA7
118490	MSS51
5532	PPP3CB
101929145	PPP3CB-AS1
159195	USP54
106481921	RNU6-883P
729096	BMS1P4
2749	GLUD1P3
9632	SEC24C
170384	FUT11
118487	CHCHD1
23053	ZSWIM8
8509	NDST2
818	CAMK2G
7414	VCL
26985	AP3M1
132	ADK
414254	RPSAP6
23522	KAT6B
142891	SAMD8
7417	VDAC2
118881	COMTD1
253264	ZNF503-AS1
84858	ZNF503
100131213	ZNF503-AS2
83938	LRMDA
3778	KCNMA1
9231	DLG5
11128	POLR3A
6229	RPS24
283050	ZMIZ1-AS1
57178	ZMIZ1
10105	PPIF
219654	ZCCHC24
101060691	NUTM2B-AS1
642361	LOC642361
80195	TMEM254
311	ANXA11
439990	LINC00857
4143	MAT1A
84293	PRXL2A
81619	TSPAN14
101929574	LOC101929574
27069	GHITM
387695	C10orf99
170425	LINC00858
54462	CCSER2
100418919	TNPO1P1
2894	GRID1
23063	WAPL
657	BMPR1A
6623	SNCG
10974	ADIRF
2746	GLUD1
54537	SHLD2
728190	NUTM2A-AS1
728118	NUTM2A
439994	LINC00863
728130	NUTM2D
9562	MINPP1
9060	PAPSS2
84896	ATAD1
142913	CFL1P1
100144748	KLLN
5728	PTEN
55328	RNLS
3988	LIPA
3433	IFIT2
3437	IFIT3
3434	IFIT1
53354	PANK1
9585	KIF20B
10556	RPP30
27063	ANKRD1
84333	PCGF5
143279	HECTD2
80351	TNKS2
143282	FGFBP3
9044	BTAF1
22849	CPEB3
54708	MARCHF5
106480315	RNY3P12
3416	IDE
3832	KIF11
3087	HHEX
54536	EXOC6
1592	CYP26A1
26509	MYOF
55165	CEP55
338557	FFAR4
5950	RBP4
118924	FRA10AC1
159371	SLC35G1
51196	PLCE1
64318	NOC3L
23232	TBC1D12
3070	HELLS
1557	CYP2C19
100271534	RPL7AP52
1559	CYP2C9
9124	PDLIM1
10580	SORBS1
5832	ALDH18A1
26123	TCTN3
953	ENTPD1
728558	ENTPD1-AS1
54619	CCNJ
9849	ZNF518A
29760	BLNK
7093	TLL2
56889	TM9SF3
118788	PIK3AP1
728658	RPL13AP5
84458	LCOR
84986	ARHGAP19
10023	FRAT1
23401	FRAT2
23223	RRP12
5223	PGAM1
51013	EXOSC1
84287	ZDHHC16
64210	MMS19
80019	UBTD1
112817	HOGA1
414157	C10orf62
118812	MORN4
55361	PI4K2A
60370	AVPI1
83742	MARVELD1
118813	ZFYVE27
27291	R3HCC1L
84171	LOXL4
84795	PYROXD2
3257	HPS1
2805	GOT1
81894	SLC25A28
57089	ENTPD7
51076	CUTC
1355	COX15
1244	ABCC2
23268	DNMBP
1369	CPN1
10613	ERLIN1
1147	CHUK
55280	CWF19L1
677800	SNORA12
282991	BLOC1S2
6319	SCD
90271	OLMALINC
25956	SEC31B
4714	NDUFB8
55662	HIF1AN
5076	PAX2
55719	SLF2
84545	MRPL43
57715	SEMA4G
693193	MIR608
56652	TWNK
84445	LZTS2
79955	PDZD7
81855	SFXN3
81621	KAZALD1
8945	BTRC
25911	DPCD
27343	POLL
6468	FBXW4
10360	NPM3
10724	OGA
30819	KCNIP2
79591	ARMH3
79803	HPS6
8861	LDB1
23082	PPRC1
9221	NOLC1
8729	GBF1
4791	NFKB2
5662	PSD
79176	FBXL15
79004	CUEDC2
100505761	C10orf95-AS1
79946	C10orf95
79847	MFSD13A
10121	ACTR1A
51684	SUFU
81603	TRIM8
403	ARL3
118980	SFXN2
54838	WBP1L
1586	CYP17A1
119032	BORCS7
54805	CNNM2
22978	NT5C2
100128863	RPS15AP29
84108	PCGF6
6877	TAF5
84833	ATP5MK
22984	PDCD11
9148	NEURL1
9644	SH3PXD2A
79991	STN1
9748	SLK
1308	COL17A1
119392	SFR1
9446	GSTO1
119391	GSTO2
7511	XPNPEP1
100505933	ADD3-AS1
120	ADD3
4601	MXI1
10285	SMNDC1
1847	DUSP5
9126	SMC3
282996	RBM20
27250	PDCD4
92482	BBIP1
8036	SHOC2
57678	GPAM
6975	TECTB
51703	ACSL5
64429	ZDHHC6
143187	VTI1A
103344931	LOC103344931
6934	TCF7L2
100271607	RPS15AP30
3026	HABP2
840	CASP7
79949	PLEKHS1
9937	DCLRE1A
374354	NHLRC2
153	ADRB1
55088	CCDC186
3983	ABLIM1
57700	FHIP2A
142940	TRUB1
5408	PNLIPRP2
259217	HSPA12A
57698	SHTN1
118987	PDZD8
22841	RAB11FIP2
63877	FAM204A
143384	CACUL1
340719	NANOS1
8661	EIF3A
641451	SNORA19
404636	DENND10
119559	SFXN4
10935	PRDX3
2869	GRK5
106479494	RN7SL749P
100616398	MIR4681
6001	RGS10
7073	TIAL1
9531	BAG3
22876	INPP5F
79892	MCMBP
11196	SEC23IP
729402	RPL21P16
55717	WDR11
2263	FGFR2
11101	ATE1
100130887	ATE1-AS1
54780	NSMCE4A
10579	TACC2
118663	BTBD16
59338	PLEKHA1
5654	HTRA1
196792	FAM24B
80007	C10orf88
118672	PSTK
64376	IKZF5
36	ACADSB
9184	BUB3
4942	OAT
390010	NKX1-2
64077	LHPP
9679	FAM53B
399818	EEF1AKMT2
23172	ABRAXAS2
54764	ZRANB1
1488	CTBP2
26098	EDRF1
7390	UROS
56647	BCCIP
55760	DHX32
1793	DOCK1
119467	CLRN3
5791	PTPRE
4288	MKI67
4255	MGMT
253738	EBF3
10539	GLRX3
55844	PPP2R2D
664	BNIP3
282973	JAKMIP3
282974	STK32C
80313	LRRC27
170394	PWWP2B
3632	INPP5A
85442	KNDC1
101	ADAM8
10844	TUBGCP2
118472	ZNF511
50632	CALY
282969	FUOM
1892	ECHS1
196743	PAOX
92170	MTG1
619207	SCART1
1571	CYP2E1
51272	BET1L
60626	RIC8A
23410	SIRT3
5719	PSMD13
80162	PGGHG
8519	IFITM1
10410	IFITM3
338707	B4GALNT4
11187	PKP3
59307	SIGIRR
338440	ANO9
81490	PTDSS2
6050	RNH1
3265	HRAS
115399	LRRC56
256329	LMNTD2
692247	LMNTD2-AS1
8045	RASSF7
100506211	MIR210HG
406992	MIR210
57661	PHRF1
3665	IRF7
53841	CDHR5
1815	DRD4
10522	DEAF1
64787	EPS8L2
283232	TMEM80
6888	TALDO1
347862	GATD1
171391	LOC171391
79751	SLC25A22
55367	PIDD1
6181	RPLP2
57104	PNPLA2
283229	CRACR2B
977	CD151
5441	POLR2L
7106	TSPAN4
66005	CHID1
161	AP2A2
106480018	RNU6-1025P
4588	MUC6
4583	MUC2
4586	MUC5AC
727897	MUC5B
54472	TOLLIP
255512	TOLLIP-DT
9024	BRSK2
81532	MOB2
1850	DUSP8
338651	KRTAP5-AS1
402778	IFITM10
1509	CTSD
90019	SYT8
6150	MRPL23
100133545	MRPL23-AS1
3481	IGF2
51214	IGF2-AS
430	ASCL2
10077	TSPAN32
101927682	CD81-AS1
975	CD81
10078	TSSC4
3784	KCNQ1
10984	KCNQ1OT1
1028	CDKN1C
5003	SLC22A18AS
5002	SLC22A18
7262	PHLDA2
4676	NAP1L4
677833	SNORA54
833	CARS1
106480179	RNU1-91P
114879	OSBPL5
7748	ZNF195
101927708	LOC101927708
730993	RPS3AP39
116969	ART5
57053	CHRNA10
4928	NUP98
106480069	RNU6-1143P
27315	PGAP2
391	RHOG
6786	STIM1
6240	RRM1
6737	TRIM21
390034	OR51R1P
55128	TRIM68
117854	TRIM6
85363	TRIM5
84067	FHIP1B
112464	CAVIN3
6609	SMPD1
322	APBB1
3263	HPX
10612	TRIM3
23647	ARFIP2
26515	TIMM10B
144132	DNHD1
23378	RRP8
3611	ILK
6881	TAF10
1200	TPP1
8642	DCHS1
63875	MRPL17
8495	PPFIBP2
8665	EIF3F
65975	STK33
9866	TRIM66
6157	RPL27A
677826	SNORA3B
6764	DENND2B
56672	AKIP1
56674	TMEM9B
493900	TMEM9B-AS1
23258	DENND5A
440026	TMEM41B
10527	IPO7
677808	SNORA23
644656	LOC644656
7702	ZNF143
7465	WEE1
23075	SWAP70
440028	LINC02709
283104	SBF2-AS1
81846	SBF2
133	ADM
272	AMPD3
50862	RNF141
100129827	IRAG1-AS1
9646	CTR9
1982	EIF4G2
58486	ZBED5
729013	ZBED5-AS1
55031	USP47
27122	DKK3
9645	MICAL2
55742	PARVA
7003	TEAD1
406	ARNTL
84280	BTBD10
84188	FAR1
10418	SPON1
22800	RRAS2
1315	COPB1
5682	PSMA1
5140	PDE3B
120227	CYP2R1
55553	SOX6
10944	C11orf58
144100	PLEKHA7
729362	RPL36AP37
10819	OR7E14P
6207	RPS13
26822	SNORD14A
5286	PIK3C2A
106479828	RNU6-593P
100271309	RPL34P24
4925	NUCB2
91561	RPS2P40
374383	NCR3LG1
3767	KCNJ11
6833	ABCC8
10083	USH1C
340990	OTOG
26297	SERGEF
113174	SAAL1
11234	HPS5
2965	GTF2H1
3939	LDHA
7251	TSG101
55293	UEVLD
100506540	SPTY2D1OS
144108	SPTY2D1
144110	TMEM86A
54503	ZDHHC13
79733	E2F8
89797	NAV2
10553	HTATIP2
10196	PRMT3
2188	FANCF
2620	GAS2
258010	SVIP
159963	SLC5A12
8424	BBOX1
103695435	BBOX1-AS1
91057	CCDC34
55366	LGR4
105376671	LGR4-AS1
55327	LIN7C
497258	BDNF-AS
81930	KIF18A
196074	METTL15
120534	ARL14EP
120526	DNAJC24
196294	IMMP1L
26610	ELP4
5954	RCN1
7490	WT1
51352	WT1-AS
10480	EIF3M
79056	PRRG4
79832	QSER1
91614	DEPDC7
55346	TCP11L1
283267	LINC00294
1479	CSTF3
10114	HIPK3
966	CD59
26273	FBXO3
4076	CAPRIN1
55226	NAT10
25841	ABTB2
847	CAT
26298	EHF
51074	APIP
8050	PDHX
24147	FJX1
54765	TRIM44
143458	LDLRAD3
29099	COMMD9
7189	TRAF6
5896	RAG1
8539	API5
55761	TTC17
51144	HSD17B12
221120	ALKBH3
729799	SEC14L1P1
387763	C11orf96
84680	ACCS
2132	EXT2
3732	CD82
90139	TSPAN18
9537	TP53I11
56981	PRDM11
57586	SYT13
55343	SLC35C1
1408	CRY2
9479	MAPK8IP1
143678	C11orf94
9409	PEX16
120071	LARGE2
51317	PHF21A
90993	CREB3L1
8525	DGKZ
4192	MDK
1132	CHRM4
55626	AMBRA1
283254	HARBI1
9776	ATG13
392	ARHGAP1
79797	ZNF408
2147	F2
9793	CKAP5
692108	SNORD67
4038	LRP4
79096	C11orf49
84364	ARFGAP2
29763	PACSIN3
1643	DDB2
53	ACP2
10062	NR1H3
8567	MADD
91252	SLC39A13
5702	PSMC3
10658	CELF1
4722	NDUFS3
114971	PTPMT1
55709	KBTBD4
114900	C1QTNF4
23788	MTCH2
79841	AGBL2
23360	FNBP4
23279	NUP160
5795	PTPRJ
85456	TNKS1BP1
6749	SSRP1
8501	SLC43A1
26519	TIMM10
10978	CLP1
25921	ZDHHC5
219541	MED19
100528016	TMX2-CTNND1
51075	TMX2
280636	SELENOH
1500	CTNND1
9404	LPXN
80829	ZFP91
10249	GLYAT
92292	GLYATL1
374393	FAM111B
101927204	FAM111A-DT
63901	FAM111A
23220	DTX4
5007	OSBP
219988	PATL1
120883613	PATL1-DT
6809	STX3
54948	MRPL16
83661	MS4A8
341116	MS4A10
79080	CCDC86
27339	PRPF19
79073	TMEM109
54972	TMEM132A
55048	VPS37C
220001	VWCE
1642	DDB1
26007	TKFC
220002	CYB561A3
51524	TMEM138
51259	TMEM216
79869	CPSF7
54949	SDHAF2
220004	PPP1R32
9066	SYT7
101927495	LOC101927495
113157	RPLP0P2
747	DAGLA
26070	MYRF-AS1
745	MYRF
746	TMEM258
2237	FEN1
9415	FADS2
3992	FADS1
3995	FADS3
5866	RAB3IL1
7439	BEST1
2495	FTH1
399900	LOC399900
3619	INCENP
80150	ASRGL1
79026	AHNAK
64852	TUT1
9219	MTA2
256364	EML3
6094	ROM1
26229	B3GAT3
23193	GANAB
80789	INTS5
79081	LBHD1
751071	CSKMT
790955	UQCC3
51035	UBXN1
26580	BSCL2
221092	HNRNPUL2
283237	TTC9C
79842	ZBTB3
5436	POLR2G
10629	TAF6L
79064	TMEM223
374395	TMEM179B
10482	NXF1
6811	STX5
106479618	RNU6-118P
105369332	STX5-DT
54663	WDR74
23642	SNHG1
6520	SLC3A2
387601	SLC22A25
114571	SLC22A9
5920	PLAAT4
54979	PLAAT2
11145	PLAAT3
25923	ATL3
10313	RTN3
65998	ZFTA
144097	SPINDOC
2011	MARK2
283248	RCOR2
79829	NAA40
1351	COX8A
55611	OTUB1
28992	MACROD1
10963	STIP1
83706	FERMT3
83707	TRPT1
84304	NUDT22
3338	DNAJC4
7423	VEGFB
26472	PPP1R14B
5331	PLCB3
572	BAD
56834	GPR137
2101	ESRRA
51504	TRMT112
25824	PRDX5
283234	CCDC88B
8986	RPS6KA4
55867	SLC22A11
9379	NRXN2
10235	RASGRP2
5837	PYGM
7536	SF1
5871	MAP4K2
4221	MEN1
55561	CDC42BPG
10938	EHD1
23130	ATG2A
5526	PPP2R5B
116071	BATF2
402	ARL2
29907	SNX15
29901	SAC3D1
10004	NAALADL1
113130	CDCA5
7542	ZFPL1
738	VPS51
7108	TM7SF2
741	ZNHIT2
2197	FAU
84447	SYVN1
740	MRPL49
728975	LOC728975
823	CAPN1
440044	SLC22A20P
23649	POLA2
10435	CDC42EP2
5977	DPF2
220359	TIGD3
283130	SLC25A45
83786	FRMD8
283131	NEAT1
378938	MALAT1
57410	SCYL1
4054	LTBP3
10534	ZNRD2
23625	FAM89B
254102	EHBP1L1
10089	KCNK7
4296	MAP3K11
399909	PCNX3
6494	SIPA1
5970	RELA
105369347	RELA-DT
10524	KAT5
84153	RNASEH2C
91056	AP5B1
5017	OVOL1
1072	CFL1
80198	MUS81
9158	FIBP
11007	CCDC85B
8061	FOSL1
83638	C11orf68
10589	DRAP1
9092	SART1
84285	EIF1AD
8815	BANF1
10992	SF3B2
55690	PACS1
64837	KLC2
81876	RAB1B
10897	YIF1A
9610	RIN1
25855	BRMS1
11041	B4GAT1
102724064	LOC102724064
3177	SLC29A2
65003	MRPL11
246330	PELI3
101928069	DPP3-DT
10072	DPP3
582	BBS1
254359	ZDHHC24
55231	CCDC87
9973	CCS
10432	RBM14
100526737	RBM14-RBM4
5936	RBM4
83759	RBM4B
6712	SPTBN2
79703	C11orf80
9986	RCE1
5091	PC
78999	LRFN4
100423029	MIR3163
254439	C11orf86
29984	RHOD
22992	KDM2A
156	GRK2
338692	ANKRD13D
54961	SSH3
5883	RAD9A
57804	POLD4
23529	CLCF1
5499	PPP1CA
57571	CARNS1
6199	RPS6KB2
57175	CORO1B
80194	TMEM134
9049	AIP
9600	PITPNM1
10263	CDK2AP2
2950	GSTP1
100505621	NDUFV1-DT
4723	NDUFV1
254552	NUDT8
347853	TBX10
91703	ACY3
645332	FAM86C2P
100421859	ENPP7P7
100873760	RNU6-46P
100129199	RPS3AP40
81622	UNC93B1
221	ALDH3B1
4728	NDUFS8
10312	TCIRG1
1119	CHKA
105369362	CHKA-DT
51111	KMT5B
53838	C11orf24
4041	LRP5
55291	PPP6R3
51083	GAL
9633	TESMIN
1374	CPT1A
105369364	LINC02701
219927	MRPL21
3508	IGHMBP2
219931	TPCN2
100422846	MIR3164
107984345	SMIM38
26579	MYEOV
105379407	LINC02747
595	CCND1
220064	LTO1
8772	FADD
8500	PPFIA1
100313770	MIR548K
2017	CTTN
22941	SHANK2
1717	DHCR7
55191	NADSYN1
100271595	RPS3AP41
285407	ALG1L9P
100421860	ENPP7P8
100133315	LOC100133315
55298	RNF121
10068	IL18BP
4926	NUMA1
100128494	LOC100128494
220074	LRTOMT
55004	LAMTOR1
25906	ANAPC15
2348	FOLR1
3636	INPPL1
81570	CLPB
5138	PDE2A
116985	ARAP1
10809	STARD10
100616410	MIR4692
89849	ATG16L2
9873	FCHSD2
5029	P2RY2
5031	P2RY6
100287837	ARHGEF17-AS1
9828	ARHGEF17
84957	RELT
23201	FAM168A
58473	PLEKHB1
5870	RAB6A
51642	MRPL48
51287	COA4
80227	PAAF1
7351	UCP2
7352	UCP3
26005	C2CD3
51400	PPME1
283209	PGM2L1
10008	KCNE3
387787	LIPT2
100287896	LOC100287896
10714	POLD3
25884	CHRDL2
254225	RNF169
143570	XRRA1
106479309	RN7SL239P
9789	SPCS2
10825	NEU3
11309	SLCO2B1
100507050	TPBGL
408	ARRB1
442900	MIR326
6188	RPS3
114599	SNORD15B
283212	KLHL35
81544	GDPD5
871	SERPINH1
4135	MAP6
80168	MOGAT2
84649	DGAT2
100506113	UVRAG-DT
7405	UVRAG
7481	WNT11
5612	THAP12
100506127	GVQW3
120883616	EMSY-DT
56946	EMSY
25987	TSKU
55331	ACER3
192134	B3GNT6
726	CAPN5
4975	OMP
4647	MYO7A
5058	PAK1
1207	CLNS1A
282679	AQP11
51773	RSF1
28971	AAMDC
92105	INTS4
65987	KCTD14
4718	NDUFC2
79053	ALG8
106479622	RNU6-126P
100289388	KCTD21-AS1
283219	KCTD21
57558	USP35
9846	GAB2
79731	NARS2
5547	PRCP
220042	DDIAS
27314	RAB30
51585	PCF11
100506282	LOC100506282
338699	ANKRD42
60492	CCDC90B
120883614	CCDC90B-AS1
1740	DLG2
55863	TMEM126B
84233	TMEM126A
58487	CREBZF
54843	SYTL2
8301	PICALM
8726	EED
100289518	LOC100289518
51501	HIKESHI
10873	ME3
11098	PRSS23
8322	FZD4
100506368	FZD4-DT
65084	TMEM135
23682	RAB38
1075	CTSC
10003	NAALAD2
26973	CHORDC1
120103	SLC36A4
56935	SMCO4
85459	CEP295
619383	SCARNA9
79101	TAF1D
692075	SNORD6
28970	C11orf54
9440	MED17
387804	VSTM5
24145	PANX1
4361	MRE11
54851	ANKRD49
2526	FUT4
143689	PIWIL4
154810	AMOTL1
51503	CWC15
55693	KDM4D
10929	SRSF8
23052	ENDOD1
101929295	LOC101929295
143686	SESN3
143684	FAM76B
9702	CEP57
8898	MTMR2
84441	MAML2
79780	CCDC82
8690	JRKL
100128386	ARHGAP42-AS1
143872	ARHGAP42
7225	TRPC6
57562	CEP126
10413	YAP1
330	BIRC3
329	BIRC2
114908	TMEM123
100288077	WTAPP1
4319	MMP10
4312	MMP1
84259	DCUN1D5
79659	DYNC2H1
837	CASP4
84437	MSANTD4
143879	KBTBD3
60496	AASDHPPT
143884	CWF19L2
91801	ALKBH8
54733	SLC35F2
8065	CUL5
38	ACAT1
4863	NPAT
472	ATM
160140	C11orf65
143888	POGLUT3
23086	EXPH5
1662	DDX10
5962	RDX
85463	ZC3H12C
2230	FDX1
399948	COLCA1
120376	COLCA2
5450	POU2AF1
23235	SIK2
5519	PPP2R1B
79796	ALG9
91893	FDXACB1
64776	C11orf1
1410	CRYAB
91894	C11orf52
85458	DIXDC1
1737	DLAT
120379	PIH1D2
55216	NKAPD1
26521	TIMM8B
6392	SDHD
3606	IL18
83875	BCO2
5805	PTS
283140	LINC02762
54970	TTC12
255239	ANKK1
80975	TMPRSS5
9183	ZW10
57646	USP28
9177	HTR3B
54494	C11orf71
10179	RBM7
25996	REXO2
23705	CADM1
84811	BUD13
8882	ZPR1
337	APOA4
345	APOC3
335	APOA1
104326055	APOA1-AS
23387	SIK3
5049	PAFAH1B2
51092	SIDT2
6876	TAGLN
9159	PCSK7
257160	RNF214
23621	BACE1
22897	CEP164
57453	DSCAML1
84000	TMPRSS13
3587	IL10RA
56649	TMPRSS4
6330	SCN4B
120425	JAML
196264	MPZL3
10205	MPZL2
916	CD3E
917	CD3G
9354	UBE4A
10632	ATP5MG
4297	KMT2A
101929089	TTC36-AS1
143941	TTC36
84866	TMEM25
56912	IFT46
645160	RPL5P30
372	ARCN1
106481545	RNU6-1157P
23187	PHLDB1
11181	TREH
1656	DDX6
283149	BCL9L
7379	UPK2
106479474	RN7SL688P
338657	CENATAC
6230	RPS25
51399	TRAPPC4
2542	SLC37A4
10525	HYOU1
55823	VPS11
3145	HMBS
3014	H2AX
1798	DPAGT1
9854	C2CD2L
25988	HINFP
79671	NLRX1
79849	PDZD3
283152	CCDC153
867	CBL
4162	MCAM
79102	RNF26
9099	USP2
5818	NECTIN1
23650	TRIM29
220323	OAF
219902	TLCD5
23365	ARHGEF12
2900	GRIK4
219899	TBCEL
6309	SC5D
6653	SORL1
84959	UBASH3B
3312	HSPA8
85391	SNORD14E
79827	CLMP
57476	GRAMD1B
55800	SCN3B
7753	ZNF202
84897	TBRG1
54414	SIAE
53340	SPA17
4900	NRGN
90952	ESAM
101929340	ESAM-AS1
79684	MSANTD2
100507283	LOC100507283
219855	SLC37A2
219854	TMEM218
9638	FEZ1
9538	EI24
3703	STT3A
1111	CHEK1
83480	PUS3
50937	CDON
84881	RPUSD4
79607	FAM118B
6734	SRPRA
55572	FOXRED1
114609	TIRAP
28960	DCPS
6484	ST3GAL4
2113	ETS1
219833	C11orf45
9743	ARHGAP32
8538	BARX2
101929557	LINC01395
120224	TMEM45B
4798	NFRKB
56980	PRDM10
334	APLP2
6768	ST14
29068	ZBTB44
646383	ZBTB44-DT
170689	ADAMTS15
399979	SNX19
22997	IGSF9B
23310	NCAPD3
112936	VPS26B
29087	THYN1
27034	ACAD8
89944	GLB1L2
283177	B3GAT1-DT
100288778	WASH8P
440073	IQSEC3
6539	SLC6A12
6540	SLC6A13
5927	KDM5A
84318	CCDC77
283358	B4GALNT3
4815	NINJ2
100049716	NINJ2-AS1
65125	WNK1
106481160	RNU4ATAC16P
5893	RAD52
23085	ERC1
144699	FBXL14
79602	ADIPOR2
93589	CACNA2D4
196513	DCP1B
2288	FKBP4
283440	ITFG2-AS1
55846	ITFG2
2305	FOXM1
83695	RHNO1
7289	TULP3
7004	TEAD4
10867	TSPAN9
84766	CRACR2A
57097	PARP11
894	CCND2
57103	TIGAR
8074	FGF23
57102	C12orf4
10635	RAD51AP1
8798	DYRK4
10566	AKAP3
4704	NDUFA9
7450	VWF
928	CD9
55200	PLEKHG6
7132	TNFRSF1A
6337	SCNN1A
4055	LTBR
678655	CD27-AS1
55080	TAPBPL
6843	VAMP1
51258	MRPL51
9918	NCAPD2
2597	GAPDH
25900	IFFO1
1108	CHD4
677780	SCARNA11
57121	LPAR5
84519	ACRBP
51147	ING4
171017	ZNF384
50813	COPS7A
8079	MLF2
5763	PTMS
3902	LAG3
27239	GPR162
10536	P3H3
2784	GNB3
83461	CDCA3
8078	USP5
7167	TPI1
84727	SPSB2
283345	RPL13P5
10233	LRRC23
171220	DSTNP2
2026	ENO2
1822	ATN1
113246	C12orf57
5777	PTPN6
105369635	MIR200CHG
11331	PHB2
10436	EMG1
10162	LPCAT3
716	C1S
715	C1R
51279	C1RL
283314	C1RL-AS1
83758	RBP5
9746	CLSTN3
5830	PEX5
339	APOBEC1
144195	SLC2A14
6515	SLC2A3
55810	FOXJ2
25977	NECAP1
440078	FAM66C
389634	LINC00937
57494	RIMKLB
1911	PHC1
4074	M6PR
10219	KLRG1
253128	LINC00612
144571	A2M-AS1
2	A2M
5858	PZP
3	A2MP1
101930452	LINC02367
374443	LOC374443
29121	CLEC2D
4973	OLR1
120939	TMEM52B
23710	GABARAPL1
55110	MAGOHB
55359	STYK1
8531	YBX3
5554	PRH1
50838	TAS2R13
50840	TAS2R14
266657	TAS2R15P
259295	TAS2R20
259294	TAS2R19
259290	TAS2R31
259292	TAS2R46
259293	TAS2R30
338414	TAS2R18P
100129361	SMIM10L1
338817	LINC01252
2120	ETV6
79370	BCL2L14
4040	LRP6
54682	MANSC1
118426	BORCS5
80824	DUSP16
1389	CREBL2
2842	GPR19
1027	CDKN1B
81575	APOLD1
51202	DDX47
440086	RPS6P1
387841	RPL13AP20
9052	GPRC5A
100506314	GPRC5D-AS1
50865	HEBP1
93164	HTR7P1
57613	FAM234B
2012	EMP1
283422	LINC01559
55729	ATF7IP
79887	PLBD1
2984	GUCY2C
121504	H4-16
55766	H2AJ
51729	WBP11
121506	ERP27
397	ARHGDIB
2059	EPS8
106481257	RNU6-251P
11171	STRAP
51071	DERA
4257	MGST1
54477	PLEKHA5
106479248	RN7SL67P
121536	AEBP2
5139	PDE3A
10599	SLCO1B1
6579	SLCO1A2
79912	PYROXD1
5965	RECQL
51026	GOLT1B
80763	SPX
3945	LDHB
3764	KCNJ8
10060	ABCC9
55907	CMAS
9847	C2CD5
55500	ETNK1
6660	SOX5
586	BCAT1
144363	ETFRF1
3845	KRAS
11228	RASSF8
79365	BHLHE41
3709	ITPR2
55726	INTS13
26127	FGFR1OP2
51768	TM7SF3
9412	MED21
23012	STK38L
56938	ARNTL2
8496	PPFIBP1
60488	MRPS35
57542	KLHL42
5744	PTHLH
55297	CCDC91
55711	FAR2
100506606	LOC100506606
51290	ERGIC2
10526	IPO8
65981	CAPRIN2
100506660	DDX11-AS1
1663	DDX11
58516	SINHCAF
79857	FLJ13224
160518	DENND5B
116435289	ANKRD49P2
100874249	DENND5B-AS1
254013	ETFBKMT
196394	AMN1
105369723	LINC02422
55196	RESF1
636	BICD1
121512	FGD4
10059	DNM1L
100420981	LOC100420981
51067	YARS2
5318	PKP2
84920	ALG10
144245	ALG10B
144402	CPNE8
55605	KIF21A
114134	SLC2A13
283463	MUC19
283464	GXYLT1
10138	YAF2
51535	PPHLN1
85437	ZCRB1
83448	PUS7L
51135	IRAK4
5756	TWF1
84216	TMEM117
51054	PLEKHA8P1
196527	ANO6
196528	ARID2
9169	SCAF11
81539	SLC38A1
54407	SLC38A2
387853	OR7A19P
347902	AMIGO2
91523	PCED1B
79657	RPAP3
105369748	RPAP3-DT
10411	RAPGEF3
55652	SLC48A1
51564	HDAC7
7421	VDR
79022	TMEM106C
1280	COL2A1
29843	SENP1
5213	PFKM
140461	ASB8
121274	ZNF641
54934	KANSL2
677793	SNORA2A
677794	SNORA2B
904	CCNT1
112	ADCY6
100506125	ADCY6-DT
784	CACNB3
9416	DDX23
27289	RND1
51303	FKBP11
377	ARF3
7480	WNT10B
7471	WNT1
23109	DDN
105369758	DDN-AS1
5571	PRKAG1
8085	KMT2D
50846	DHH
55716	LMBR1L
10376	TUBA1B
105369760	LOC105369760
7846	TUBA1A
84790	TUBA1C
5630	PRPH
10024	TROAP
338761	C1QL4
79962	DNAJC22
65244	SPATS2
10445	MCRS1
25766	PRPF40B
84070	FAM186B
91010	FMNL3
7009	TMBIM6
57701	NCKAP5L
100286844	BCDIN3D-AS1
144233	BCDIN3D
29127	RACGAP1
41	ASIC1
6602	SMARCD1
2819	GPD1
84987	COX14
91012	CERS5
51474	LIMA1
100302220	MIR1293
106481524	RNU6-1093P
113251	LARP4
57609	DIP2B
106479906	RNU6-769P
106481253	RNU6-238P
466	ATF1
25840	METTL7A
4891	SLC11A2
106481204	RNU6-87P
25875	LETMD1
81566	CSRNP2
7024	TFCP2
5463	POU6F1
9802	DAZAP2
57228	SMAGP
11226	GALNT6
9498	SLC4A8
6334	SCN8A
401720	FIGNL2
105369971	FIGNL2-DT
91	ACVR1B
106479820	RNU6-574P
160622	TAMALIN
3164	NR4A1
115409980	NR4A1AS
60673	ATG101
144501	KRT80
3856	KRT8
3875	KRT18
1975	EIF4B
283335	LOC283335
23371	TNS2
84926	SPRYD3
3489	IGFBP6
8435	SOAT2
51380	CSAD
283337	ZNF740
5916	RARG
84975	MFSD5
9700	ESPL1
5204	PFDN5
60314	MYG1
8086	AAAS
6667	SP1
54458	PRR13
5094	PCBP2
102157401	PCBP2-OT1
7786	MAP3K12
6895	TARBP2
11016	ATF7
517	ATP5MC2
57658	CALCOCO1
100874366	HOXC13-AS
3229	HOXC13
