Var1	Var2	cor	p	padj
ecpC	RHOB	-0.8210037807871751	0.0010624552021803269	0.040087881994220205
E2348C_0257	RHOB	0.8738150222800801	2.030931757314472e-4	0.02369845411141694
betI	RHOB	0.9178486537552315	2.5639719985008034e-5	0.013526809586295598
maa	RHOB	0.8617499882726982	3.1389921742203147e-4	0.02676415754024442
ybeF	RHOB	0.8666541846954252	2.643037002502977e-4	0.025615926879889776
glnU	RHOB	0.8715621224095464	2.2100873008884512e-4	0.024173821559307578
pal	RHOB	0.8039972054990003	0.0016223947777617247	0.04654658099618732
lysW	RHOB	0.8156757360130459	0.0012186070084132365	0.042322522373041974
lysQ_1	RHOB	0.8314159418320358	8.021199355529363e-4	0.0361973440344144
lysQ_2	RHOB	0.79742765560222	0.0018906225110826816	0.04917693602302746
E2348C_0684	RHOB	0.8398362231477942	6.301970122822371e-4	0.03339822171134231
E2348C_0718	RHOB	0.9267306252023687	1.4691853265246e-5	0.011514633953076238
yliF	RHOB	0.8983396447327855	7.193943875709237e-5	0.017115917158574127
rarA	RHOB	-0.8559354328379581	3.817721750907764e-4	0.02859279210312425
E2348C_1013	RHOB	0.8068704122789814	0.0015147240738440733	0.04557120748777264
potD	RHOB	0.84439487927961	5.498992809697331e-4	0.031987213040612854
chaC	RHOB	-0.8925637377987132	9.38880293982253e-5	0.01863180210326362
E2348C_1390	RHOB	0.8084697717419548	0.0014572169589467505	0.04494615215069378
E2348C_1399	RHOB	0.8201272362705818	0.001087020802790195	0.04047080747066623
E2348C_1441	RHOB	0.7967618163714968	0.0019195911955279565	0.04944221388442668
cysB	RHOB	0.835197995368199	7.209258516605835e-4	0.03516298607215757
ydiJ	RHOB	-0.8438579340270849	5.589209219725679e-4	0.03207709798703452
ydiP	RHOB	-0.8509146932625824	4.4910236933469726e-4	0.029994332833271437
E2348C_1829	RHOB	0.8685052422990511	2.472629064187132e-4	0.025042118452825286
yebN	RHOB	0.8355552255560481	7.135990159846469e-4	0.03502345952822745
ptrB	RHOB	-0.7963966059829866	0.0019356240562819205	0.04958299364760394
cutC	RHOB	0.8200747938731717	0.0010885042768416322	0.04047080747066623
glyW	RHOB	0.8356048980045834	7.125848070843592e-4	0.03502345952822745
shiA	RHOB	-0.8013326214501315	0.0017274060162935287	0.04770311670224225
E2348C_2111	RHOB	0.8127955820601309	0.0013100560121015931	0.04327808226016244
E2348C_2119	RHOB	0.8711396353330846	2.2450145300063583e-4	0.02429774587702351
galE	RHOB	-0.8738217685443711	2.0304128878519958e-4	0.02369845411141694
yehT	RHOB	0.8492961348345662	4.7266255254656335e-4	0.030442588035710053
glpQ	RHOB	-0.8402141461843482	6.232145848808335e-4	0.03337116765978951
yfcD	RHOB	0.8718031227398652	2.1903544613789542e-4	0.024173821559307578
yfcE	RHOB	0.8282151086086891	8.762050644158867e-4	0.03737181680688048
E2348C_2486	RHOB	0.9431819216488374	4.237466220715967e-6	0.007682908509790179
alaX	RHOB	0.8158280003235234	0.0012139130721859084	0.042257137658328905
valX	RHOB	0.8590176998607163	3.4450807011681816e-4	0.027611518723457937
cysA	RHOB	0.8480914634531108	4.908121449049512e-4	0.03076532193437439
cysP	RHOB	0.9515563858981727	1.9366072082353643e-6	0.006676948417810999
E2348C_2912	RHOB	0.8492638133662536	4.731426022226674e-4	0.030442588035710053
E2348C_2916	RHOB	0.8480492541778581	4.914577285906767e-4	0.03076532193437439
E2348C_2918	RHOB	0.8562011047138927	3.784421405445728e-4	0.028467029631662467
argQ	RHOB	0.8740985629035257	2.009213105739632e-4	0.02367040036676443
nlpD	RHOB	-0.8144035203206182	0.0012583744934232702	0.04274452006892466
cysD	RHOB	0.9334671750639841	9.175990390983574e-6	0.009981253967134163
cysI	RHOB	0.809490704822057	0.001421394872994071	0.04454161375225812
cysJ	RHOB	0.9035685870191251	5.574860677849608e-5	0.01632045928990157
ygcF	RHOB	0.8036973922418285	0.001633959309078897	0.04668965106330764
yqeG	RHOB	0.9012185484589426	6.262561867227849e-5	0.016535173625900748
trmI	RHOB	0.8552410828110343	3.905830602612223e-4	0.028745219003892812
E2348C_3231	RHOB	0.8546740044177354	3.9789550862331946e-4	0.02891532430166703
gspD	RHOB	0.812278012275109	0.0013270338418805917	0.04353870274958773
gspC	RHOB	0.8557467247335593	3.8415131872643164e-4	0.028648823346559653
gltB	RHOB	-0.8141765012871504	0.0012655744684554038	0.04284186937168057
bax	RHOB	0.8385052506789785	6.552713606152975e-4	0.0338773011191115
yicR	RHOB	0.8649081243901762	2.812036928854324e-4	0.026141354363186802
espG	RHOB	0.9002217866014669	6.573610121070432e-5	0.016830579009298394
E2348C_3971	RHOB	0.9444200834071406	3.8034591498807974e-6	0.007682908509790179
E2348C_3972	RHOB	0.8602534826764747	3.3038933873148616e-4	0.02724557826049549
cyaY	RHOB	0.8174427754322742	0.0011649849796037844	0.04153689609785882
yihG	RHOB	0.8290883818444315	8.55489452075073e-4	0.03701320303742133
sbp	RHOB	0.9351545867836543	8.093233505052794e-6	0.00979126642628724
eptA	RHOB	0.9348070039284796	8.307541233799574e-6	0.00979126642628724
groL	RHOB	0.8601241204354908	3.3184581764118717e-4	0.0272903200833281
sugE	RHOB	0.7954245913530988	0.001978795596496962	0.049985638938124674
glyV	RHOB	0.8010128039733597	0.0017403518064919123	0.04787392736870861
glyX	RHOB	0.8432359670071486	5.695140338923257e-4	0.0322860253826215
glyY	RHOB	0.8959073478102871	8.062641323366557e-5	0.017645885398440312
creB	RHOB	0.8963923231327448	7.883191246259954e-5	0.01748290300781553
bfpU	RHOB	-0.8673958242640529	2.573697701771526e-4	0.025372122018329096
traT	RHOB	0.8188443029797964	0.0011237619965344605	0.04100937775570815
E2348_P1_077	RHOB	0.8956640025825511	8.153882537912784e-5	0.017693756937621728
guaC	PLB1	0.919149694328218	2.3725750118954297e-5	0.013351486750185151
E2348C_0153	PLB1	0.8238361614115658	9.859899786554974e-4	0.03914152134623816
ecpC	PLB1	-0.7974441932432952	0.001889907294586689	0.04917693602302746
yahA	PLB1	0.9451775253796589	3.5558421685666705e-6	0.007584255761335852
ompT	PLB1	0.8944605364406559	8.617094215548863e-5	0.018115427443708105
E2348C_0686	PLB1	0.9156927282063141	2.9077271603967964e-5	0.013942050763492517
yliE	PLB1	0.8868279202113974	1.2056452430306924e-4	0.020112452706168876
rarA	PLB1	-0.8415178922315539	5.995855847288057e-4	0.032954141931442985
E2348C_1081	PLB1	0.8186998458628697	0.0011279581679082354	0.041039975226807184
narH	PLB1	0.8482111481257807	4.889851658552053e-4	0.030728474644468422
E2348C_1389	PLB1	0.8555706556700327	3.863814933165523e-4	0.02868249320921965
E2348C_1442	PLB1	0.8344361655076185	7.367453887758622e-4	0.035424784964449514
ydjF	PLB1	0.8989432223120473	6.990214354720817e-5	0.01693042326612275
znuC	PLB1	0.9430063224991081	4.302065662386414e-6	0.007682908509790179
E2348C_2111	PLB1	0.8720302653360755	2.171882376509053e-4	0.024173821559307578
E2348C_2119	PLB1	0.8753135556030112	1.9181915757338885e-4	0.023359849660016047
yegP	PLB1	0.8415454655513713	5.990934587954729e-4	0.03294918814633628
napA	PLB1	0.9306645782665606	1.1224490932092875e-5	0.010551944800203644
napF	PLB1	0.8648817196855569	2.8146556307323604e-4	0.026141354363186802
yfeA	PLB1	0.8708772484889993	2.2669219644273653e-4	0.024323266263377573
espC	PLB1	0.8829581551485306	1.416772702884002e-4	0.02107906475921177
cysC	PLB1	0.8092804691870814	0.001428715605833481	0.044621174792962286
E2348C_3230	PLB1	0.8396468585266426	6.337183750873839e-4	0.03340962378378237
E2348C_3233	PLB1	0.8444561061692811	5.488777747629624e-4	0.03196766077840241
E2348C_3239	PLB1	-0.8302714167889291	8.2803136914513e-4	0.03655065056943724
gspD	PLB1	0.8209820408207101	0.0010630592528903995	0.0401005395741019
yghG	PLB1	0.8901498264024327	1.0448099003711588e-4	0.019289724638108376
pyrE	PLB1	0.8228988727597084	0.0010108074589286738	0.03942136955071403
espF	PLB1	0.8480721850770372	4.911069226991811e-4	0.03076532193437439
cesD2	PLB1	0.9436891347667434	4.055176291614829e-6	0.007682908509790179
espB	PLB1	0.8633192006264478	2.9730349179491936e-4	0.02648466780158523
espA	PLB1	0.7993452228744112	0.0018090626933584205	0.04847116982371289
cesT	PLB1	0.8450618396489635	5.388508142327515e-4	0.03171773826824069
rhtB	PLB1	-0.8176416526710057	0.001159065636884961	0.04143468856311153
glyY	PLB1	0.8232479553784319	0.0010015088397026485	0.039303344378714467
E2348C_4527	PLB1	0.799168077408932	0.001816482077873429	0.048553152805324774
pyrI	PLB1	0.8404901980377141	6.181522885475854e-4	0.03328836470226155
yjiA	PLB1	0.8083634278450798	0.0014609878036774707	0.04497319901392637
yjiY	PLB1	0.8178498869698152	0.0011528926394149454	0.04136547073584482
nhaA	XDH	-0.8485222559940451	4.8426080386022147e-4	0.03065575187565938
frmR	XDH	-0.8099969536702559	0.001403884750680412	0.04437658756469505
yaiY	XDH	0.7993758123962612	0.0018077838668850983	0.048465118150708794
ompF	XDH	-0.81020697520634255	0.0013966693798527293	0.044287337457821395
spy	XDH	0.8407731428592276	6.129966969281438e-4	0.03315191239070931
uspC	XDH	0.8154377855968818	0.0012259703950857075	0.04239221122262535
yecS	XDH	0.797534996491534	0.001885983945879369	0.049157733553742304
gmd	XDH	0.8132090073437168	0.0012966148468091267	0.04312029816174766
yfbS	XDH	0.8199674690747946	0.0010915451094482842	0.04050889397145539
iscA	XDH	0.8035229834251622	0.0016407157141837669	0.046766662519049054
gcvH	XDH	-0.7962628154686868	0.0019415230903866338	0.04962767025577736
pppA	XDH	-0.8069165099341294	0.001513042571285464	0.04555135141890009
alx	XDH	-0.8309800610154422	8.119130539262924e-4	0.03637715768966031
E2348C_3959	XDH	-0.8323954202172876	7.80446605064763e-4	0.035985923466615714
soxS	XDH	-0.8171876999933725	0.0011726110342104854	0.041639753892431464
E2348C_4405	XDH	0.8811898749983682	1.5223759702759132e-4	0.0215547936927553
betI	EGR4	0.80504120752829	0.0015826144082885065	0.04619718301853683
hha	EGR4	0.823249362173194	0.0010014715004337856	0.039303344378714467
phoH	EGR4	0.857064481465447	3.6777591900031794e-4	0.028330184931812406
E2348C_1226	EGR4	0.812098262021444	0.0013329695898967766	0.04355177319481567
tyrT	EGR4	0.888608453595356	1.1171982347450281e-4	0.019642436250636674
yfgG	EGR4	0.8112219467184844	0.0013622003839061226	0.04385565583144708
E2348C_2917	EGR4	0.8090894779075282	0.0014353913003778323	0.044698764692942226
E2348C_2918	EGR4	0.9052572530848947	5.118461889396871e-5	0.016060280052072
hypE	EGR4	-0.8383708449281233	6.578457303352784e-4	0.033954461693740244
cysD	EGR4	0.8052833845428069	0.0015734944935951443	0.04610585368645369
rpmG	EGR4	0.800330214838083	0.0017682308112735774	0.04812812763864344
mpc	EGR4	0.9407266004354315	5.213812869509418e-6	0.008215536241077624
espG	EGR4	0.8399437902296847	6.282034892988699e-4	0.03339822171134231
sbp	EGR4	0.8315308885765618	7.995526540445163e-4	0.03616773095515639
sthA	EGR4	0.8898868865231471	1.0568909037679146e-4	0.019324170393857386
hflK	EGR4	-0.8015998751214377	0.0017166446735454016	0.04762344948208005
cspD	HK2	0.8345906883226231	7.335151995057052e-4	0.03536767958398201
narH	HK2	0.9423694561029707	4.542929381893675e-6	0.007841306190807761
yegP	HK2	0.9172657656105103	2.6535702398147823e-5	0.013685181261314903
napH	HK2	0.8155009397916745	0.0012240127568943948	0.042376885494654896
napG	HK2	0.9594910737453284	8.025176704469008e-7	0.005534263333623861
napA	HK2	0.9116675706674852	3.6460048420306074e-5	0.014633318842196125
E2348C_2637	HK2	0.9014656008653866	6.187285301276754e-5	0.01652558599886446
espC	HK2	0.8908383761897161	1.0136859594777969e-4	0.01918142987468576
cesT	HK2	0.8446410312053915	5.458014242419378e-4	0.03189424267851038
pyrI	HK2	0.813418842694781	0.001289833450461239	0.04309745663680143
E2348_P1_017	HK2	0.8504387516161682	4.559334331731816e-4	0.030193936293216025
guaC	DUSP2	0.8769915722851302	1.7978126226981733e-4	0.022782300726164988
E2348C_0153	DUSP2	0.8313816488423631	8.028870856243545e-4	0.036206777747107205
yahA	DUSP2	0.9297654317584684	1.1952999429147521e-5	0.010915098922140749
ompT	DUSP2	0.8013261486687835	0.001727667291740909	0.047705920040464755
E2348C_0686	DUSP2	0.9082181013184392	4.389514414050187e-5	0.015678652405763997
yliE	DUSP2	0.897183850783125	7.597055448351366e-5	0.017330224134533292
rarA	DUSP2	-0.8388225040830306	6.49225705594241e-4	0.03372111515823168
cspH	DUSP2	0.8301932471911833	8.298243816607985e-4	0.03656885172818837
tdk	DUSP2	0.8500234457638225	4.619598676101651e-4	0.03029738375304216
E2348C_1389	DUSP2	0.9342780521680127	8.642259648967787e-6	0.009850551626425157
ydjF	DUSP2	0.9713569410817069	1.4471087702664573e-7	0.002880769076361238
znuC	DUSP2	0.9415062934958086	4.886289972462093e-6	0.008038999515553829
E2348C_2111	DUSP2	0.8675555611960276	2.558950548902894e-4	0.025315184945258064
E2348C_2119	DUSP2	0.8900913970113765	1.0474850926409965e-4	0.019289724638108376
asnW	DUSP2	0.8153345275312303	0.0012291763525235312	0.04244211770601775
napA	DUSP2	0.8814037274173356	1.5092873370454256e-4	0.02151947424053811
napF	DUSP2	0.8597923899912846	3.3560358366513404e-4	0.027345611074917817
yfeA	DUSP2	0.8084186054778382	0.0014590303274714589	0.04494615215069378
stpA	DUSP2	0.896535936269564	7.830657666546426e-5	0.017436848345837152
mprA	DUSP2	0.8811764012515404	1.5232035800095484e-4	0.021556290436603374
cysI	DUSP2	0.8802490509158704	1.5810160709772293e-4	0.0218565224486216
cysJ	DUSP2	0.7958040229709207	0.0019618565551767146	0.04979591859450373
yghG	DUSP2	0.8921340534993798	9.570912110648363e-5	0.018729104709185755
cesD2	DUSP2	0.8279828476754127	8.817793563339806e-4	0.037434179261518354
glyX	DUSP2	0.8104017162395463	0.0013900044723832306	0.04421758993675113
glyY	DUSP2	0.8698554386993655	2.353829914228639e-4	0.02464274628598149
E2348C_4527	DUSP2	0.8477375227260411	4.962460350454987e-4	0.030871259070999208
pyrI	DUSP2	0.8264179404199871	9.200546364125476e-4	0.03808590304400324
yjiY	DUSP2	0.8176631890752963	0.0011584260240849137	0.04141786521153427
yhbC	NEURL3	-0.8081261623433569	0.0014694280080314686	0.04502699661947769
cesT	NEURL3	-0.8224518410466541	0.0010228122226833942	0.039468287056381716
soxS	NEURL3	-0.8404694375885995	6.18531886723781e-4	0.03329079534373492
nhaA	ENSG00000229797	-0.8128990073861901	0.0013066834740403407	0.043248597642559825
ecpC	ENSG00000229797	0.8287391393012733	8.637282081484019e-4	0.03713411254420777
ecpR	ENSG00000229797	0.7968959878141694	0.0019137266366687667	0.049376824884957336
frmA	ENSG00000229797	-0.7983243736799182	0.0018521394224151628	0.048813763845516514
ylaC	ENSG00000229797	-0.8161726734551972	0.0012033390458288332	0.04207051388815883
ybgC	ENSG00000229797	0.80180107130804	0.0017085771995993023	0.04753338155428018
E2348C_0721	ENSG00000229797	-0.8628235399726973	3.0246982424235507e-4	0.026623548863861785
E2348C_1040	ENSG00000229797	-0.8111779874021916	0.00136367957877376	0.0438680428000222
E2348C_1041	ENSG00000229797	-0.8764857618238882	1.8334588909325463e-4	0.022955212812821965
E2348C_1441	ENSG00000229797	-0.82558669836104	9.409000718354792e-4	0.03844006113702355
ydhA	ENSG00000229797	0.8241889384849013	9.76771915558612e-4	0.03903505816612619
sodB	ENSG00000229797	-0.8116780264166288	0.001346926344089603	0.043660160205554056
gdhA	ENSG00000229797	0.8306408458844761	8.195980580550852e-4	0.036475138072243896
yoaH	ENSG00000229797	0.839690386842473	6.329075914818255e-4	0.03339822171134231
uspC	ENSG00000229797	0.8848620714934703	1.309567531974518e-4	0.02060298853808129
yecS	ENSG00000229797	0.8214869207768665	0.0010490991543591671	0.03988234492049627
cbl	ENSG00000229797	-0.8152310729980417	0.0012323948759574248	0.04248737740872994
yeeX	ENSG00000229797	0.8323981352997424	7.803871633758442e-4	0.035985923466615714
gmd	ENSG00000229797	0.7977152738289159	0.0018782131651120402	0.04911943601168733
yohJ	ENSG00000229797	0.8107861453084233	0.00137691936580189	0.04405827285483264
arnC	ENSG00000229797	0.7970594115602908	0.0019066020188486968	0.0493360396837059
sixA	ENSG00000229797	-0.799290283524402	0.0018113612297884609	0.048494331798988884
yfeH	ENSG00000229797	0.8997452752500809	6.726529844973793e-5	0.01689555652044486
cysK	ENSG00000229797	-0.8621565016759891	3.095324820948905e-4	0.026741516101128706
xseA	ENSG00000229797	-0.8503569095564139	4.571161729267991e-4	0.030222852516819443
iscX	ENSG00000229797	0.8303233775279273	8.268411783671167e-4	0.03655065056943724
yfiQ	ENSG00000229797	0.8623146904110103	3.078460730062815e-4	0.02673006236583707
E2348C_2917	ENSG00000229797	-0.8300489624373053	8.331417842175333e-4	0.03663394722692692
nrdH	ENSG00000229797	0.8325515376456786	7.770343837770425e-4	0.03593419996935536
hydN	ENSG00000229797	0.8064892639497665	0.0015286822479142887	0.045635571150774136
hycD	ENSG00000229797	0.854357110632076	4.0202791733244265e-4	0.02898308746571013
hycA	ENSG00000229797	0.8099254666060801	0.0014063472389098243	0.044410292261199975
E2348C_3220	ENSG00000229797	-0.7966510978425232	0.0019244409950873297	0.04946212933546432
gspD	ENSG00000229797	-0.8463003977555712	5.18790816482885e-4	0.03136123408844456
yhbV	ENSG00000229797	0.8228968365067915	0.001010861893765756	0.03942136955071403
yhbC	ENSG00000229797	-0.8332635076394758	7.616189731313827e-4	0.035748322242476586
mdh	ENSG00000229797	-0.8349735187082219	7.255595761162273e-4	0.035222355903043394
chuT	ENSG00000229797	0.8823325375105816	1.453457832903498e-4	0.021319156665700608
mtlR	ENSG00000229797	-0.8016466659501548	0.0017147658752181293	0.04760054853084521
E2348C_3942	ENSG00000229797	-0.8011629833818459	0.0017342635133396173	0.04776895067644395
grlA	ENSG00000229797	-0.8187453847881557	0.0011266340588769563	0.04102679143719663
yidF	ENSG00000229797	0.7966779813024976	0.001923262558469984	0.04946212933546432
yigA	ENSG00000229797	0.8886512911508643	1.1151348150124635e-4	0.019642436250636674
tatA	ENSG00000229797	0.8851754487500517	1.2925482955279352e-4	0.020564552962613163
yjbJ	ENSG00000229797	0.797469608112538	0.0018888085614714618	0.04916802328449647
E2348C_4376	ENSG00000229797	0.8479423544192366	4.930956898272689e-4	0.030797182923355253
soxS	ENSG00000229797	-0.8262894659953572	9.232529350807279e-4	0.03813691064296333
E2348_P1_034	ENSG00000229797	0.8057061010038675	0.001557672515575905	0.045974340987702686
E2348_P1_040	ENSG00000229797	-0.8160403010915274	0.0012073916003398685	0.042133268226140795
aspU	AMER3	0.8118788081632561	0.0013402440897051957	0.04362382021479286
E2348C_0246	AMER3	0.8433830532287838	5.669949865259589e-4	0.032230745278235384
ecpC	AMER3	0.8147287036638856	0.001248116156245777	0.04265447106261042
ecpB	AMER3	0.8863519490796513	1.2301923817983302e-4	0.020274709589214256
E2348C_0686	AMER3	-0.8533731025391037	4.150726541396214e-4	0.029344418725472984
ybhG	AMER3	0.8500792392120174	4.611466827907087e-4	0.030274529689495153
dld	AMER3	0.8414023207486812	6.016517015188787e-4	0.03296298000357582
truA	AMER3	0.8161946714693511	0.0012026665966429636	0.042069698441344325
E2348C_2496	AMER3	0.8167462985527149	0.0011858984652631218	0.041874028567907645
ypeC	AMER3	0.7978046188303826	0.0018743710854710405	0.049095403169133627
nudK	AMER3	0.8164590783904221	0.0011946066487663514	0.04197160994958526
fdx	AMER3	0.8001038588474286	0.0017775510287766296	0.0482056681450277
alx	AMER3	-0.8068424146921226	0.0015157460409585784	0.045577058963899936
livM	AMER3	0.813335892268114	0.001292510949043391	0.04309890385887159
zntA	AMER3	0.809777712100124	0.0014114474020354513	0.04447390842986109
yicE	AMER3	-0.8117424163639536	0.0013447805868325652	0.043660160205554056
yieF	AMER3	0.8812062935395575	1.5213679551681947e-4	0.021550740019969355
yjjZ	AMER3	0.800841938515086	0.001747298625355291	0.04793769324906671
guaC	CXCR4	0.7997637493579641	0.0017916257815245166	0.048307287835979165
yahA	CXCR4	0.9001736517306526	6.588932192209741e-5	0.016830579009298394
yliE	CXCR4	0.8342131457706814	7.414268402642981e-4	0.035487953729442454
cspD	CXCR4	0.846847916048132	5.101099619981074e-4	0.031186460637383732
yccJ	CXCR4	0.8494930562373558	4.697459694006355e-4	0.030408922538248666
narH	CXCR4	0.9179689323739636	2.5457838791832995e-5	0.013490084531463428
E2348C_1389	CXCR4	0.8126816600204047	0.0013137785747427669	0.043324369419065555
ydjF	CXCR4	0.8400469561146114	6.262961241159688e-4	0.03339822171134231
znuC	CXCR4	0.8227173040376673	0.0010156702000996855	0.03944775997571451
E2348C_2111	CXCR4	0.8120243278217949	0.001335416975729801	0.04357559993755056
yegP	CXCR4	0.9059826596207062	4.931669542883846e-5	0.015980710256138165
napA	CXCR4	0.9423744655185148	4.540994062642432e-6	0.007841306190807761
napF	CXCR4	0.9212655157627108	2.0855271294472e-5	0.012893393664921544
elaB	CXCR4	0.8518162349073704	4.3638081243152976e-4	0.029689206852797762
espC	CXCR4	0.8292671788581197	8.512951265096692e-4	0.036937203218039276
stpA	CXCR4	0.7974099204989104	0.00189138974549861	0.049188323144431105
cysC	CXCR4	0.8700522087992475	2.3368953519586926e-4	0.024612585362246142
ansB	CXCR4	0.8352703366367683	7.19437445964115e-4	0.03513137170720532
yghG	CXCR4	0.8661492666813949	2.691070905636676e-4	0.025800470479123292
E2348C_3321	CXCR4	-0.7989055457934123	0.0018275205434949108	0.04858168408958941
pyrE	CXCR4	0.8252912544558357	9.483961565335158e-4	0.038579471042627156
cesD2	CXCR4	0.852540845166561	4.263602858493062e-4	0.029573458656519846
espA	CXCR4	0.8168392457585012	0.0011830909058785798	0.04182088156076809
cesT	CXCR4	0.7956697623335833	0.001967837639330686	0.049851813132408794
katG	CXCR4	0.8481387212537382	4.90090125870673e-4	0.03075096703629716
argC	CXCR4	0.8086158563740532	0.0014520491426135427	0.04488695823388689
E2348C_4527	CXCR4	0.8046267806673187	0.0015983149607841564	0.04634104642974209
pyrI	CXCR4	0.933162286876775	9.383278877185947e-6	0.0101276189076376
pyrB	CXCR4	0.8709368548174241	2.2619306845819497e-4	0.024323266263377573
uxuR	CXCR4	0.9152765271452987	2.978077458822679e-5	0.013942050763492517
yjiY	CXCR4	0.9213102218802143	2.0797726764158326e-5	0.012890229978286092
deoD	CXCR4	0.7967323536670203	0.0019208808344265524	0.04944491968067927
yaaA	NR4A2	0.8133328278334255	0.001292609945591524	0.04309890385887159
guaC	NR4A2	0.8265472874719949	9.16843258860958e-4	0.03802429141047711
ecpC	NR4A2	-0.8178457708458045	0.0011530144139685924	0.04136547073584482
ecpR	NR4A2	-0.8038110499955475	0.001629567833787541	0.04663208896254077
iraP	NR4A2	-0.8128537189414732	0.0013081594366121923	0.043265938053835204
ybaA	NR4A2	0.8699431256685375	2.3462715580304804e-4	0.024629991504555276
maa	NR4A2	0.8008986469770829	0.0017449906964699877	0.04792721595935588
ompT	NR4A2	0.8590870763786314	3.437032283129761e-4	0.027608909859342917
entC	NR4A2	-0.8237639829622081	9.878842403541572e-4	0.03917505464478001
cspE	NR4A2	-0.8178929285354106	0.0011516198580389322	0.04134671147403792
ybeX	NR4A2	0.8195254553869022	0.0011041377266037427	0.04073414257354055
E2348C_0615	NR4A2	0.8078834079350312	0.001478102177119083	0.045185317229813775
E2348C_0683	NR4A2	0.9428758106735733	4.350581619631394e-6	0.007682908509790179
E2348C_0684	NR4A2	0.8774754903827197	1.7642181742577457e-4	0.022585954461037193
E2348C_0718	NR4A2	0.8702399110447095	2.3208298959473552e-4	0.02457495503224312
E2348C_0719	NR4A2	0.9053506069322572	5.0941164361543316e-5	0.016030571135365556
E2348C_0720	NR4A2	0.8029567773418689	0.0016627977310784007	0.04703864727157398
E2348C_0722	NR4A2	0.8912607419187222	9.949567416524435e-5	0.01906932302938829
iaaA	NR4A2	0.836565180344989	6.931960125307089e-4	0.0345927088206792
E2348C_1081	NR4A2	0.8338118581680327	7.499082487916523e-4	0.03559646968733446
chaA	NR4A2	0.8502430856520673	4.587650564725192e-4	0.030255887658298036
E2348C_1390	NR4A2	0.8152283675718012	0.001232479130072466	0.04248737740872994
E2348C_1441	NR4A2	0.8620729777299627	0.00031042580563240126	0.026741516101128706
ydfH	NR4A2	0.8982048572024313	7.240069511366884e-5	0.017171788693496583
mdtI	NR4A2	0.8502641684321571	4.5845929780902883e-4	0.030254867365210637
mdtJ	NR4A2	0.8201417761397642	0.0010866097794974302	0.04047080747066623
ydiJ	NR4A2	-0.7954556974277096	0.001977402724662705	0.04996313403288472
yejG	NR4A2	0.8260989066743994	9.280125958195392e-4	0.03822547487942719
alaX	NR4A2	0.850396364613314	4.5654569156217676e-4	0.030222852516819443
cysA	NR4A2	0.8003952891017083	0.001765558320356264	0.0481072538649796
yfgH	NR4A2	0.8175501880390473	0.001161785088667453	0.04148687355165487
raiA	NR4A2	-0.8532990732878802	4.1606717471975906e-4	0.02935530306303304
E2348C_2912	NR4A2	0.8475496455954974	4.991493258949696e-4	0.030933934281937484
E2348C_2916	NR4A2	0.9396570765346474	5.691095221492616e-6	0.008479072740315662
E2348C_2917	NR4A2	0.8335152900976542	7.562244156901438e-4	0.03570858038760869
nrdH	NR4A2	-0.8560688780145373	3.800966864627439e-4	0.02852344607515701
yqaB	NR4A2	0.8237071833548557	9.89376869836844e-4	0.03920300817336792
argQ	NR4A2	0.8082713827151495	0.0014642576760653643	0.044992398396704485
cysD	NR4A2	0.847173476888737	5.050019085767405e-4	0.031071643740388892
ygcF	NR4A2	0.8868583032046493	1.2040914316345436e-4	0.020112452706168876
E2348C_3230	NR4A2	0.9033834926295848	5.6267675329175125e-5	0.01634164706404343
E2348C_3231	NR4A2	0.9067810229835674	4.7323293401965e-5	0.01588572219241779
E2348C_3233	NR4A2	0.8102319402219641	0.0013958135960211394	0.04428038420643796
gspD	NR4A2	0.8948490727031143	8.465349358140812e-5	0.017959463094654602
yghJ	NR4A2	0.8322974588867667	7.825936285463605e-4	0.03598734946411308
secG	NR4A2	0.8138630088524823	0.0012755690223496684	0.04300309409480564
greA	NR4A2	0.8412869229793409	6.037202113631384e-4	0.03301730355939585
degQ	NR4A2	0.8508301370847161	4.503101382616055e-4	0.030027983283998427
mdh	NR4A2	0.8074659937704193	0.0014931092259964363	0.045357396379649736
rpsG	NR4A2	0.8495102962630188	4.6949129572139095e-4	0.030408922538248666
espF	NR4A2	0.904550507625532	5.305753139433219e-5	0.01617144950321999
E2348C_3931	NR4A2	0.8506982578671543	4.5219888418534756e-4	0.03008210990953692
cesD2	NR4A2	0.8037485826595859	0.0016319803063831859	0.04667751700014897
espB	NR4A2	0.8720298613911451	2.1719151185570917e-4	0.024173821559307578
espD	NR4A2	0.8147601331885754	0.0012471280913128337	0.04263307737087121
eaeA	NR4A2	0.8953444614145818	8.27492088464542e-5	0.01777655414158583
E2348C_3971	NR4A2	0.8090195670026232	0.0014378408692827516	0.04472374068885889
rhtB	NR4A2	-0.8239539609966565	9.829044473974539e-4	0.03912552921018884
E2348C_4647	NR4A2	0.8283965176717453	8.718701804815733e-4	0.037281866938726434
yjiA	NR4A2	0.9123955103043111	3.502622000363918e-5	0.014500170605852975
E2348_P1_034	NR4A2	-0.841488931099781	6.001028173460761e-4	0.03296298000357582
E2348_P1_040	NR4A2	0.816590551146543	0.001190614459586999	0.041895430275681766
traT	NR4A2	0.8403466442645321	6.207808167975742e-4	0.033329814673726886
guaC	HAGLR	0.8238793792393604	9.84857105312479e-4	0.03913946938128118
ykgO	HAGLR	0.8388737956691374	6.482523503295418e-4	0.03372111515823168
