length	gc
ENSG00000135926	5093	0.557431769094836
ENSG00000237281	535	0.577570093457944
ENSG00000018280	8676	0.573766712770862
ENSG00000144579	4727	0.623439813835414
ENSG00000273361	477	0.622641509433962
ENSG00000127831	6891	0.450152372659991
ENSG00000135913	9280	0.423706896551724
ENSG00000144580	5289	0.459065986008697
ENSG00000273466	759	0.495388669301713
ENSG00000115568	6994	0.47698026880183
ENSG00000074582	3379	0.545723586860018
ENSG00000163481	1886	0.502651113467656
ENSG00000163482	6415	0.523148869836321
ENSG00000135912	7695	0.51358024691358
ENSG00000135929	2983	0.588333892054978
ENSG00000272555	455	0.38021978021978
ENSG00000115596	1719	0.704479348458406
ENSG00000135925	2920	0.622260273972603
ENSG00000181378	10519	0.526380834680103
ENSG00000163501	2473	0.660331581075617
ENSG00000264755	63	0.634920634920635
ENSG00000187736	9069	0.427610541404785
ENSG00000280537	4650	0.456989247311828
ENSG00000213901	3601	0.496251041377395
ENSG00000115649	2719	0.549834497977197
ENSG00000144567	5675	0.529691629955947
ENSG00000158552	3398	0.548852266038846
ENSG00000115657	5205	0.544092219020173
ENSG00000198925	4724	0.569432684165961
ENSG00000163516	6103	0.495002457807636
ENSG00000163521	3419	0.486107048844691
ENSG00000115661	4368	0.532051282051282
ENSG00000127824	3966	0.459657085224407
ENSG00000243910	1687	0.565500889152341
ENSG00000135924	5809	0.576347047684627
ENSG00000123992	4753	0.539448769198401
ENSG00000072195	17066	0.64109926168991
ENSG00000268603	636	0.660377358490566
ENSG00000144591	5315	0.554468485418627
ENSG00000123989	3375	0.608
ENSG00000188760	2578	0.65244375484872
ENSG00000124006	9716	0.58110333470564
ENSG00000269068	544	0.568014705882353
ENSG00000123999	1636	0.602078239608802
ENSG00000144589	5697	0.597156398104265
ENSG00000114923	4952	0.63953957996769
ENSG00000116106	7554	0.451151707704527
ENSG00000116120	6761	0.412956663215501
ENSG00000123983	7232	0.387029867256637
ENSG00000152056	5947	0.469480410290903
ENSG00000085449	5485	0.407292616226071
ENSG00000135900	1689	0.445233866193014
ENSG00000135919	8957	0.456402813442001
ENSG00000036257	11505	0.427466318991743
ENSG00000228446	714	0.418767507002801
ENSG00000169047	9953	0.506078569275595
ENSG00000144468	6926	0.444412359226105
ENSG00000236432	15378	0.41000130055924
ENSG00000168958	6150	0.391056910569106
ENSG00000168955	2875	0.418434782608696
ENSG00000173744	9321	0.374745199012981
ENSG00000135917	7769	0.43557729437508
ENSG00000115009	1594	0.353826850690088
ENSG00000153823	3367	0.365607365607366
ENSG00000153827	12730	0.430871956009427
ENSG00000153832	3955	0.427054361567636
ENSG00000135899	8849	0.428183975590462
ENSG00000185404	5650	0.467787610619469
ENSG00000067066	14134	0.422597990660818
ENSG00000135932	5363	0.428118590341227
ENSG00000135916	2569	0.586609575710393
ENSG00000238062	3865	0.513065976714101
ENSG00000204128	3818	0.564169722367732
ENSG00000261829	598	0.548494983277592
ENSG00000173692	5187	0.41970310391363
ENSG00000135931	11672	0.498115147361206
ENSG00000156966	3639	0.605935696619951
ENSG00000115053	6819	0.490247836926236
ENSG00000207280	80	0.3375
ENSG00000187514	3378	0.556542332741267
ENSG00000156973	2824	0.492917847025496
ENSG00000144524	6066	0.472304648862512
ENSG00000261096	2507	0.484244116473873
ENSG00000144535	11337	0.534532945223604
ENSG00000251485	788	0.491116751269036
ENSG00000163283	2869	0.614151272220286
ENSG00000244280	1708	0.581381733021077
ENSG00000163286	2492	0.624398073836276
ENSG00000163295	3351	0.594747836466726
ENSG00000171551	2978	0.65849563465413
ENSG00000221944	6675	0.494681647940075
ENSG00000135930	6555	0.472311212814645
ENSG00000204120	13446	0.432173136992414
ENSG00000182600	3698	0.622228231476474
ENSG00000066248	4647	0.482892188508715
ENSG00000085978	6047	0.472961799239292
ENSG00000252010	276	0.47463768115942
ENSG00000251791	265	0.532075471698113
ENSG00000077044	9784	0.551614881439084
ENSG00000085982	9352	0.375748502994012
ENSG00000241119	2371	0.443694643610291
ENSG00000244122	4167	0.457163426925846
ENSG00000167165	5156	0.472459270752521
ENSG00000240224	2345	0.462686567164179
ENSG00000244474	2565	0.469395711500975
ENSG00000243135	2364	0.458121827411167
ENSG00000248114	730	0.445205479452055
ENSG00000228445	866	0.5
ENSG00000248705	757	0.435931307793923
ENSG00000241635	4446	0.451866846603689
ENSG00000123485	3821	0.503009683328971
ENSG00000188042	4041	0.504083147735709
ENSG00000235726	4292	0.431267474370923
ENSG00000130147	7085	0.545377558221595
ENSG00000157985	13956	0.557752937804529
ENSG00000235529	664	0.543674698795181
ENSG00000168505	2332	0.623070325900515
ENSG00000144476	2070	0.496618357487923
ENSG00000227252	13096	0.431734880879658
ENSG00000198612	4181	0.373355656541497
ENSG00000124839	4761	0.539172442764125
ENSG00000234949	1656	0.563405797101449
ENSG00000124831	13218	0.450219397790891
ENSG00000132329	1147	0.636442894507411
ENSG00000184182	4238	0.467437470504955
ENSG00000132330	11698	0.515558215079501
ENSG00000132323	4749	0.489576753000632
ENSG00000144485	1954	0.707267144319345
ENSG00000132326	6872	0.542636786961583
ENSG00000204104	4614	0.453836150845254
ENSG00000065802	7407	0.530849196705819
ENSG00000068024	13377	0.518576661433804
ENSG00000130414	9460	0.516384778012685
ENSG00000172428	2037	0.547373588610702
ENSG00000227479	429	0.501165501165501
ENSG00000063660	6522	0.647654093836247
ENSG00000218416	3235	0.669860896445131
ENSG00000144504	11477	0.497255380325869
ENSG00000188542	4951	0.524338517471218
ENSG00000142327	7970	0.622082810539523
ENSG00000260942	4000	0.54575
ENSG00000142330	7456	0.584361587982833
ENSG00000178623	5090	0.609233791748527
ENSG00000219159	3398	0.559152442613302
ENSG00000172482	4114	0.592610597958191
ENSG00000172478	2772	0.624458874458874
ENSG00000122085	9938	0.460656067619239
ENSG00000115687	10665	0.505578996718237
ENSG00000115685	3781	0.548796614652208
ENSG00000146205	5695	0.611589113257243
ENSG00000115677	12160	0.472368421052632
ENSG00000168385	7378	0.447004608294931
ENSG00000006607	14371	0.478602741632454
ENSG00000115694	7588	0.584739061676331
ENSG00000176720	2680	0.659328358208955
ENSG00000176946	2856	0.457983193277311
ENSG00000168397	6638	0.593100331425128
ENSG00000168393	2399	0.553980825343893
ENSG00000168395	10259	0.557364265522955
ENSG00000180902	5256	0.63603500761035
ENSG00000154252	1452	0.682506887052342
ENSG00000204099	4689	0.667946257197697
ENSG00000188389	2097	0.605627086313782
ENSG00000220804	1931	0.437079233557742
ENSG00000072756	5802	0.415201654601861
ENSG00000113851	8068	0.36824491819534
ENSG00000144455	6944	0.41719470046083
ENSG00000170364	3567	0.456686291000841
ENSG00000150995	32454	0.438466752942626
ENSG00000235831	5367	0.49543506614496
ENSG00000134107	3516	0.506541524459613
ENSG00000134108	3546	0.393683023124647
ENSG00000134109	6737	0.45049725397061
ENSG00000071282	9025	0.449972299168975
ENSG00000125046	6279	0.464882943143813
ENSG00000070950	6984	0.433705612829324
ENSG00000196220	18924	0.423641936165715
ENSG00000206573	9533	0.427252701143397
ENSG00000134077	5236	0.423605805958747
ENSG00000168137	12378	0.462271772499596
ENSG00000163719	6019	0.530486791825885
ENSG00000156983	6099	0.566978193146418
ENSG00000114026	8733	0.524218481621436
ENSG00000134072	2715	0.530018416206262
ENSG00000171148	4234	0.517713745866793
ENSG00000241553	3608	0.527993348115299
ENSG00000214021	10404	0.546232218377547
ENSG00000156990	5348	0.507105459985041
ENSG00000187288	1925	0.485714285714286
ENSG00000171135	1779	0.475548060708263
ENSG00000163701	4673	0.573721378129681
ENSG00000163702	4540	0.591629955947137
ENSG00000163703	3795	0.553623188405797
ENSG00000163704	3953	0.561851758158361
ENSG00000230082	614	0.543973941368078
ENSG00000269982	3823	0.461417734763275
ENSG00000125037	4270	0.54192037470726
ENSG00000180385	3714	0.504846526655897
ENSG00000186162	3017	0.460391117003646
ENSG00000144554	8380	0.438066825775656
ENSG00000254999	1150	0.460869565217391
ENSG00000134086	4890	0.473415132924335
ENSG00000134070	3431	0.515010201107549
ENSG00000157014	5572	0.537867910983489
ENSG00000231177	1328	0.48644578313253
ENSG00000240288	3166	0.473152242577385
ENSG00000157020	5380	0.459851301115242
ENSG00000196639	5546	0.464478903714389
ENSG00000285906	1000	0.492
ENSG00000197548	8833	0.486244763953357
ENSG00000144560	7228	0.458218040951854
ENSG00000144559	5925	0.424303797468354
ENSG00000132170	4545	0.458525852585259
ENSG00000154743	5667	0.462855126169049
ENSG00000075975	2775	0.462702702702703
ENSG00000132155	7847	0.456352746272461
ENSG00000272263	510	0.431372549019608
ENSG00000144713	3714	0.495961227786753
ENSG00000144711	10181	0.553678420587369
ENSG00000132182	8195	0.539841366687004
ENSG00000163517	5231	0.616708086407953
ENSG00000163528	1772	0.575056433408578
ENSG00000170876	3498	0.489994282447113
ENSG00000268279	1335	0.553558052434457
ENSG00000228242	4015	0.518555417185554
ENSG00000154767	4636	0.47411561691113
ENSG00000170860	3359	0.441500446561477
ENSG00000131389	8254	0.508844196753089
ENSG00000235629	446	0.448430493273543
ENSG00000154781	3556	0.459223847019123
ENSG00000154783	8099	0.503765897024324
ENSG00000225733	5162	0.512979465323518
ENSG00000177463	11821	0.445309195499535
ENSG00000131368	5371	0.49394898529138
ENSG00000131381	7921	0.450953162479485
ENSG00000230524	4566	0.393999123959702
ENSG00000131375	5596	0.3993924231594
ENSG00000224660	6877	0.450487131016432
ENSG00000131370	4616	0.455589254766031
ENSG00000206562	6975	0.422078853046595
ENSG00000144597	4909	0.449582399674068
ENSG00000206561	4175	0.502275449101796
ENSG00000131373	3060	0.402287581699346
ENSG00000169814	17103	0.455183301175232
ENSG00000206560	11276	0.40235899255055
ENSG00000263740	295	0.586440677966102
ENSG00000154813	4476	0.43230563002681
ENSG00000154814	6095	0.439868744872847
ENSG00000131378	4769	0.419794506185783
ENSG00000131374	11269	0.391427810808412
ENSG00000274840	339	0.448377581120944
ENSG00000182568	13419	0.405320813771518
ENSG00000228956	13505	0.385116623472788
ENSG00000144566	3767	0.416511813113884
ENSG00000114166	5211	0.410861638840913
ENSG00000129810	3742	0.386958845537146
ENSG00000182247	3241	0.439370564640543
ENSG00000170142	3346	0.448595337716677
ENSG00000197885	5107	0.528294497748189
ENSG00000174748	7141	0.459739532278392
ENSG00000174738	5793	0.390816502675643
ENSG00000151090	10968	0.437089715536105
ENSG00000224822	1754	0.372862029646522
ENSG00000228791	7661	0.428534133925075
ENSG00000077092	3697	0.429266973221531
ENSG00000077097	6044	0.358206485771013
ENSG00000151092	8616	0.39322191272052
ENSG00000151093	2476	0.477786752827141
ENSG00000033867	9616	0.408277870216306
ENSG00000271943	2157	0.456652758460825
ENSG00000225548	4742	0.42387178405736
ENSG00000235493	2798	0.346676197283774
ENSG00000187118	10533	0.34880850659831
ENSG00000163512	6272	0.335299744897959
ENSG00000163513	6850	0.447299270072993
ENSG00000261468	1916	0.36482254697286
ENSG00000163527	5006	0.427287255293648
ENSG00000144645	12093	0.437195071528984
ENSG00000197385	3379	0.402189997040545
ENSG00000152642	4697	0.446668086012348
ENSG00000261572	1891	0.500793231094659
ENSG00000170293	1170	0.526495726495727
ENSG00000234737	1291	0.566227730441518
ENSG00000153551	3724	0.533297529538131
ENSG00000091317	3857	0.43609022556391
ENSG00000144635	6113	0.430230655979061
ENSG00000182973	4846	0.445728435823359
ENSG00000213842	992	0.384072580645161
ENSG00000227337	471	0.479830148619958
ENSG00000206557	8704	0.474379595588235
ENSG00000170266	4335	0.452595155709343
ENSG00000188167	4311	0.515889584783113
ENSG00000170275	6660	0.496096096096096
ENSG00000153558	7644	0.433935112506541
ENSG00000153560	9760	0.444877049180328
ENSG00000163539	15214	0.378993032733009
ENSG00000271643	4524	0.389699381078691
ENSG00000170248	8819	0.387572287107382
ENSG00000168016	12134	0.459700016482611
ENSG00000178567	8089	0.383978242057115
ENSG00000076242	7970	0.439523212045169
ENSG00000093167	10674	0.398913247142589
ENSG00000224080	447	0.407158836689038
ENSG00000270194	2389	0.534114692339891
ENSG00000144674	10737	0.38586197261805
ENSG00000230409	906	0.417218543046358
ENSG00000198590	8964	0.436746987951807
ENSG00000235257	19054	0.437283510024142
ENSG00000144677	5876	0.489448604492852
ENSG00000136059	6476	0.596819024088944
ENSG00000187091	4194	0.53862660944206
ENSG00000008226	8338	0.552050851523147
ENSG00000060971	7106	0.540951308753166
ENSG00000172936	3989	0.540235648032088
ENSG00000172939	6071	0.439795750288256
ENSG00000093217	6327	0.46404299035878
ENSG00000229589	2517	0.621771950735002
ENSG00000114739	15705	0.478892072588348
ENSG00000157036	5575	0.447713004484305
ENSG00000183873	10028	0.522935779816514
ENSG00000114742	7473	0.405325839689549
ENSG00000114745	6256	0.541400255754476
ENSG00000168026	7677	0.520646085710564
ENSG00000144655	3230	0.629411764705882
ENSG00000287620	1251	0.490807354116707
ENSG00000144659	2662	0.508264462809917
ENSG00000168028	3909	0.456126886671783
ENSG00000280739	19361	0.410877537317287
ENSG00000114784	1889	0.373213340391742
ENSG00000223797	6253	0.385574924036462
ENSG00000188846	8626	0.449571064224438
ENSG00000177873	5331	0.462577377602701
ENSG00000177842	3783	0.473962463653185
ENSG00000172888	8943	0.424130604942413
ENSG00000234287	255	0.494117647058824
ENSG00000168036	11759	0.408708223488392
ENSG00000168038	6279	0.409300844083453
ENSG00000182606	10799	0.496897860913047
ENSG00000114812	7384	0.5636511375948
ENSG00000093183	8159	0.459124892756465
ENSG00000008324	3118	0.419499679281591
ENSG00000114857	17309	0.384597608180715
ENSG00000114853	5494	0.604113578449217
ENSG00000181061	3024	0.434193121693122
ENSG00000144648	5460	0.512454212454212
ENSG00000180432	4174	0.462386200287494
ENSG00000144647	2671	0.539123923624111
ENSG00000163788	6981	0.435037960177625
ENSG00000160746	5285	0.437086092715232
ENSG00000011198	7539	0.423928903037538
ENSG00000261786	5067	0.45786461417012
ENSG00000179152	8743	0.392313851080865
ENSG00000185219	18886	0.42279995764058
ENSG00000178917	4480	0.423660714285714
ENSG00000186448	7995	0.409130706691682
ENSG00000169981	2658	0.448833709556057
ENSG00000163807	5216	0.430023006134969
ENSG00000163808	5281	0.411285741336868
ENSG00000169964	3071	0.523933572126343
ENSG00000163812	13405	0.445654606490116
ENSG00000075914	4429	0.48114698577557
ENSG00000163814	6508	0.472188076213891
ENSG00000249992	1822	0.668496158068057
ENSG00000011376	12407	0.483839767872975
ENSG00000144791	12676	0.488718838750394
ENSG00000230530	4528	0.449646643109541
ENSG00000211456	7337	0.407250919994548
ENSG00000163817	6653	0.49090635803397
ENSG00000163818	7180	0.457660167130919
ENSG00000163820	8895	0.485328836424958
ENSG00000163823	2646	0.473544973544973
ENSG00000268324	2297	0.452764475402699
ENSG00000178038	9059	0.598631195496192
ENSG00000160808	2804	0.573466476462197
ENSG00000160801	2783	0.633489040603665
ENSG00000160799	4754	0.577618847286496
ENSG00000160796	12058	0.616686017581689
ENSG00000181555	10245	0.450268423621279
ENSG00000227398	6987	0.502934020323458
ENSG00000088727	5850	0.520683760683761
ENSG00000114648	7064	0.507361268403171
ENSG00000280173	2124	0.445856873822976
ENSG00000260236	1911	0.536891679748823
ENSG00000076201	5975	0.617740585774059
ENSG00000114650	6288	0.471055979643766
ENSG00000163832	3264	0.526041666666667
ENSG00000173473	7624	0.442681007345226
ENSG00000214773	1428	0.478991596638655
ENSG00000132153	7744	0.551265495867769
ENSG00000047849	14943	0.442079903633808
ENSG00000224895	755	0.349668874172185
ENSG00000164045	4145	0.48854041013269
ENSG00000164048	5521	0.485238181488861
ENSG00000172113	7258	0.474510884541196
ENSG00000164050	9768	0.610257985257985
ENSG00000164051	2410	0.510788381742739
ENSG00000232112	1139	0.507462686567164
ENSG00000164053	5431	0.575952863192782
ENSG00000164054	4664	0.582547169811321
ENSG00000114268	6107	0.537907319469461
ENSG00000114270	11071	0.608255803450456
ENSG00000010256	3204	0.525905118601748
ENSG00000183396	576	0.625
ENSG00000225697	6373	0.59344107955437
ENSG00000008300	13850	0.607220216606498
ENSG00000213672	3431	0.600990964733314
ENSG00000068745	5624	0.558143669985775
ENSG00000114302	6665	0.41695423855964
ENSG00000224424	4410	0.536054421768708
ENSG00000178537	1898	0.50263435194942
ENSG00000221883	1042	0.553742802303263
ENSG00000177479	8017	0.494449295247599
ENSG00000273211	479	0.511482254697286
ENSG00000178467	7637	0.569857273798612
ENSG00000178252	5304	0.582767722473605
ENSG00000178149	3686	0.609603906673901
ENSG00000178057	1727	0.617834394904459
ENSG00000178035	2773	0.55391272989542
ENSG00000198218	5328	0.488363363363363
ENSG00000172053	4703	0.512438868807144
ENSG00000172046	5723	0.5568757644592
ENSG00000172037	6865	0.579169701383831
ENSG00000270441	1799	0.482490272373541
ENSG00000177352	1791	0.553322166387493
ENSG00000185909	2171	0.596038691847075
ENSG00000188315	4142	0.493964268469338
ENSG00000114316	7328	0.512691048034934
ENSG00000233276	1183	0.622147083685545
ENSG00000067560	2498	0.524819855884708
ENSG00000235908	517	0.460348162475822
ENSG00000145022	2747	0.545322169639607
ENSG00000173402	6921	0.544141020083803
ENSG00000164061	16241	0.607721199433532
ENSG00000164062	4425	0.585762711864407
ENSG00000173531	5084	0.60837922895358
ENSG00000164068	7419	0.604798490362582
ENSG00000173540	6742	0.608128151883714
ENSG00000176095	5200	0.515
ENSG00000182179	4550	0.580659340659341
ENSG00000183763	3261	0.497086783195339
ENSG00000164076	3613	0.594519789648492
ENSG00000164078	5252	0.544744859101295
ENSG00000164077	6446	0.515978901644431
ENSG00000004534	7299	0.469790382244143
ENSG00000003756	10357	0.439509510476007
ENSG00000001617	4826	0.628056361375881
ENSG00000188338	3968	0.592993951612903
ENSG00000114353	7405	0.585685347738015
ENSG00000230454	2625	0.588571428571429
ENSG00000012171	5768	0.635922330097087
ENSG00000179564	1434	0.574616457461646
ENSG00000214706	3712	0.593480603448276
ENSG00000186792	1967	0.627859684799187
ENSG00000243477	2183	0.612459917544663
ENSG00000114378	3085	0.564667747163695
ENSG00000068001	4421	0.591268943677901
ENSG00000114383	2404	0.652662229617304
ENSG00000068028	3683	0.537333695357046
ENSG00000114388	3412	0.560668229777257
ENSG00000114395	1926	0.57736240913811
ENSG00000126062	2107	0.615092548647366
ENSG00000088543	3244	0.54747225647349
ENSG00000114735	19221	0.530617553717288
ENSG00000114737	5056	0.568433544303797
ENSG00000114738	3915	0.583141762452107
ENSG00000273356	2060	0.411165048543689
ENSG00000145050	2139	0.520804114071996
ENSG00000259956	6624	0.558121980676328
ENSG00000145041	6849	0.473645787706234
ENSG00000164080	11924	0.48649781952365
ENSG00000164081	5688	0.57612517580872
ENSG00000287707	4066	0.492375799311362
ENSG00000114767	1542	0.551880674448768
ENSG00000041880	2928	0.582308743169399
ENSG00000090097	3738	0.576243980738363
ENSG00000114779	3161	0.561531161024992
ENSG00000248487	2378	0.58242220353238
ENSG00000243989	4727	0.578167971229109
ENSG00000162244	2011	0.542018896071606
ENSG00000164086	5669	0.603633797847945
ENSG00000164087	2274	0.56948109058927
ENSG00000023330	2536	0.51813880126183
ENSG00000247596	1720	0.579651162790698
ENSG00000243224	1101	0.534059945504087
ENSG00000164088	3607	0.581369559190463
ENSG00000164091	5719	0.479804161566707
ENSG00000168237	4794	0.592198581560284
ENSG00000114841	13872	0.571294694348327
ENSG00000239557	1231	0.38748984565394
ENSG00000163930	4718	0.552564646036456
ENSG00000010318	3364	0.50089179548157
ENSG00000010319	5047	0.610263522884882
ENSG00000114854	1141	0.590709903593339
ENSG00000010322	9062	0.582211432354889
ENSG00000010327	10588	0.620891575368341
ENSG00000168268	4799	0.646801416961867
ENSG00000168273	2481	0.469165659008464
ENSG00000163939	9654	0.424798011187073
ENSG00000163938	3238	0.434527486102532
ENSG00000222345	76	0.355263157894737
ENSG00000212452	77	0.415584415584416
ENSG00000016864	3783	0.482685699180544
ENSG00000114902	5121	0.452841241944933
ENSG00000114904	6393	0.428593774440795
ENSG00000055957	4541	0.560889671878441
ENSG00000213533	5705	0.5034180543383
ENSG00000163935	5681	0.524555535997184
ENSG00000280417	1957	0.542667347981604
ENSG00000163933	5479	0.457017703960577
ENSG00000163932	3619	0.567560099474993
ENSG00000163931	9502	0.518522416333403
ENSG00000272886	6102	0.3992133726647
ENSG00000157388	19184	0.48389282735613
ENSG00000016391	7787	0.518556568640041
ENSG00000056736	3044	0.467805519053876
ENSG00000271976	2583	0.398373983739837
ENSG00000113812	4016	0.454432270916335
ENSG00000113811	2132	0.445590994371482
ENSG00000288029	3934	0.418403660396543
ENSG00000157445	4719	0.485272303454122
ENSG00000114251	7397	0.518588617006895
ENSG00000180376	9286	0.380249838466509
ENSG00000163946	9824	0.39413680781759
ENSG00000163947	6576	0.481447688564477
ENSG00000157500	7516	0.377860564129856
ENSG00000174844	13275	0.373860640301318
ENSG00000287502	474	0.527426160337553
ENSG00000174840	8953	0.406344242153468
ENSG00000168374	2595	0.444701348747591
ENSG00000272146	884	0.505656108597285
ENSG00000174839	5115	0.438905180840665
ENSG00000163681	15296	0.394482217573222
ENSG00000136068	13952	0.525157683486239
ENSG00000283511	1659	0.48161543098252
ENSG00000163686	3563	0.519506034240808
ENSG00000255154	3755	0.45219707057257
ENSG00000163684	8374	0.438738953904944
ENSG00000168297	5355	0.439402427637722
ENSG00000168291	4717	0.437142251430994
ENSG00000168301	3086	0.41348023331173
ENSG00000168306	3823	0.420350510070625
ENSG00000189283	7472	0.441916488222698
ENSG00000144724	14625	0.416273504273504
ENSG00000226360	652	0.516871165644172
ENSG00000163634	1749	0.473985134362493
ENSG00000163635	15319	0.440041778183955
ENSG00000239653	2456	0.4185667752443
ENSG00000163636	9056	0.397305653710247
ENSG00000163637	14738	0.430791152123762
ENSG00000151276	11649	0.442870632672332
ENSG00000272610	2567	0.44137125048695
ENSG00000203647	431	0.496519721577726
ENSG00000144741	5850	0.486495726495726
ENSG00000144749	7043	0.498935112878035
ENSG00000172340	3088	0.448834196891192
ENSG00000241316	11122	0.388149613378889
ENSG00000163378	5365	0.462814538676608
ENSG00000144747	7911	0.374415371002402
ENSG00000144744	4106	0.402338041889917
ENSG00000144746	2555	0.4
ENSG00000114541	11201	0.428086777966253
ENSG00000187098	7269	0.404457284358234
ENSG00000114861	36710	0.433669299918278
ENSG00000242094	3539	0.37468211359141
ENSG00000270562	2467	0.350222942845561
ENSG00000163412	10808	0.459844559585492
ENSG00000243083	8761	0.450519347106495
ENSG00000163602	7215	0.375883575883576
ENSG00000144736	5833	0.378707354705983
ENSG00000163605	5945	0.358452481076535
ENSG00000255423	1679	0.417510422870756
ENSG00000121440	6139	0.464896562958137
ENSG00000213300	1006	0.439363817097416
ENSG00000244026	3626	0.544953116381688
ENSG00000272690	6878	0.481535330037802
ENSG00000227124	7648	0.425993723849372
ENSG00000114480	4651	0.373253063857235
ENSG00000206538	12740	0.392700156985871
ENSG00000083937	3114	0.355170199100835
ENSG00000163320	6549	0.383570010688655
ENSG00000175105	6804	0.357730746619635
ENSG00000179021	3259	0.372506903958269
ENSG00000184500	5270	0.404174573055028
ENSG00000169379	4164	0.361431316042267
ENSG00000178700	4352	0.3359375
ENSG00000178694	8858	0.375705576879657
ENSG00000113966	4561	0.350142512606884
ENSG00000080200	10979	0.39967210128427
ENSG00000170854	6880	0.421075581395349
ENSG00000080822	5210	0.398272552783109
ENSG00000080819	3157	0.443458980044346
ENSG00000239445	9390	0.425985090521832
ENSG00000064225	6288	0.433047073791349
ENSG00000057019	11280	0.37491134751773
ENSG00000184220	7207	0.434577494102955
ENSG00000168386	5903	0.377604607826529
ENSG00000287378	2086	0.37104506232023
ENSG00000036054	5176	0.378670788253478
ENSG00000114021	9226	0.425211359202255
ENSG00000154174	5078	0.423001181567546
ENSG00000206535	1910	0.438743455497382
ENSG00000144820	4079	0.391272370679088
ENSG00000114354	12709	0.372098512864899
ENSG00000154175	10978	0.380214975405356
ENSG00000138468	6396	0.398686679174484
ENSG00000282978	492	0.430894308943089
ENSG00000174173	1882	0.399043570669501
ENSG00000081154	3045	0.354351395730706
ENSG00000242299	459	0.525054466230937
ENSG00000066422	7053	0.449170565716716
ENSG00000256628	2743	0.521691578563616
ENSG00000114391	2618	0.433919022154316
ENSG00000286699	1704	0.508215962441315
ENSG00000244119	720	0.45
ENSG00000182504	8882	0.371200180139608
ENSG00000144815	9474	0.421152628245725
ENSG00000144802	5902	0.468654693324297
ENSG00000170017	7179	0.368017829781307
ENSG00000114423	12269	0.38568750509414
ENSG00000114439	11892	0.399175916582577
ENSG00000196776	8228	0.402041808458921
ENSG00000114446	3631	0.394932525475076
ENSG00000114455	3627	0.397022332506203
ENSG00000163507	4584	0.354057591623037
ENSG00000198919	6943	0.380239089730664
ENSG00000241224	3434	0.35934769947583
ENSG00000214381	3613	0.394962634929422
ENSG00000242242	3259	0.417305922061982
ENSG00000177707	7717	0.393028378903719
ENSG00000240891	8974	0.435703142411411
ENSG00000144824	12309	0.410268908928426
ENSG00000144827	3026	0.373430270984798
ENSG00000176040	3050	0.472131147540984
ENSG00000114529	6021	0.437302773625644
ENSG00000261488	1937	0.425400103252452
ENSG00000243081	1563	0.35572616762636
ENSG00000144848	6110	0.409165302782324
ENSG00000138459	4828	0.396230323115162
ENSG00000242770	770	0.412987012987013
ENSG00000163607	3794	0.394043226146547
ENSG00000163608	6490	0.417873651771957
ENSG00000206530	12160	0.398848684210526
ENSG00000163611	7941	0.414179574360912
ENSG00000176542	13738	0.424515941185034
ENSG00000121579	6438	0.407269338303821
ENSG00000239280	432	0.372685185185185
ENSG00000114573	5116	0.398944487881157
ENSG00000178075	7444	0.369425040300913
ENSG00000184307	7138	0.44396189408798
ENSG00000163617	5284	0.402346707040121
ENSG00000151576	8054	0.424012912838341
ENSG00000181722	32008	0.352224443889028
ENSG00000144847	4899	0.389058991630945
ENSG00000114638	2256	0.453457446808511
ENSG00000121578	6988	0.416857469948483
ENSG00000176142	5867	0.386739389807397
ENSG00000163389	7072	0.425480769230769
ENSG00000113845	2715	0.425414364640884
ENSG00000144843	4615	0.501625135427952
ENSG00000144837	2169	0.477639465191332
ENSG00000138495	2172	0.43646408839779
ENSG00000144852	5381	0.518676825868798
ENSG00000082701	8188	0.382510991695164
ENSG00000242622	3229	0.477547228244038
ENSG00000163428	7918	0.42422328870927
ENSG00000282950	825	0.43030303030303
ENSG00000065518	1877	0.417155034629728
ENSG00000113924	2682	0.410887397464579
ENSG00000144840	6427	0.423992531507702
ENSG00000153767	3370	0.429376854599407
ENSG00000051341	9382	0.408761458111277
ENSG00000173230	11865	0.391066160977665
ENSG00000173226	3051	0.413307112422157
ENSG00000145088	1770	0.385875706214689
ENSG00000163406	5984	0.402072192513369
ENSG00000145103	2995	0.459098497495826
ENSG00000160124	1746	0.411798396334479
ENSG00000114023	3793	0.402320063274453
ENSG00000196981	4217	0.399336020867916
ENSG00000272758	2894	0.433310297166551
ENSG00000114030	8498	0.404095081195575
ENSG00000138496	8938	0.434660997986127
ENSG00000163840	5768	0.438280166435506
ENSG00000173193	10274	0.420868211018104
ENSG00000169087	5445	0.497337006427916
ENSG00000138463	3322	0.447922937989163
ENSG00000273033	5476	0.43736303871439
ENSG00000082684	8517	0.540213690266526
ENSG00000065485	4067	0.520531104007868
ENSG00000121542	4704	0.411139455782313
ENSG00000173175	8205	0.542474101157831
ENSG00000206527	5219	0.413872389346618
ENSG00000239523	4496	0.445729537366548
ENSG00000065534	22167	0.439301664636622
ENSG00000175455	11454	0.383796053780339
ENSG00000160145	24490	0.457697019191507
ENSG00000114491	7512	0.46751863684771
ENSG00000082781	6515	0.446815042210284
ENSG00000280042	1986	0.460725075528701
ENSG00000243986	1224	0.480392156862745
ENSG00000173702	3499	0.430980280080023
ENSG00000173706	9964	0.472400642312324
ENSG00000221955	5586	0.498567848191908
