source	target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
CCND1	CCND3	9606.ENSP00000227507	9606.ENSP00000362082	0	0	0	0.943	0.051	0	0.9	0.852	0.905
CCND1	SUV39H1	9606.ENSP00000227507	9606.ENSP00000337976	0	0	0	0	0	0	0.9	0.284	0.925
CCND1	HNF1A	9606.ENSP00000227507	9606.ENSP00000257555	0	0	0	0	0	0	0.9	0.32	0.929
CCND1	JUNB	9606.ENSP00000227507	9606.ENSP00000303315	0	0	0	0	0	0	0.9	0.346	0.931
CCND1	E2F2	9606.ENSP00000227507	9606.ENSP00000355249	0	0	0	0	0.055	0.104	0.9	0.694	0.97
CCND1	FOXO1	9606.ENSP00000227507	9606.ENSP00000368880	0	0	0	0	0	0	0.9	0.732	0.972
CCND1	FOS	9606.ENSP00000227507	9606.ENSP00000306245	0	0	0	0	0	0.494	0.9	0.775	0.987
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000479618	0	0	0	0	0.069	0	0.9	0.919	0.991
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.085	0.983	0.9	0.99	0.999
CCND1	CDKN1B	9606.ENSP00000227507	9606.ENSP00000228872	0	0	0	0	0.062	0.984	0.9	0.98	0.999
CCND3	CDKN1B	9606.ENSP00000362082	9606.ENSP00000228872	0	0	0	0	0.062	0.908	0.8	0.718	0.994
CCND3	RUNX1	9606.ENSP00000362082	9606.ENSP00000300305	0	0	0	0	0.062	0.213	0.6	0.141	0.712
CCND3	SUV39H1	9606.ENSP00000362082	9606.ENSP00000337976	0	0	0	0	0	0	0.9	0.112	0.907
CCND3	E2F2	9606.ENSP00000362082	9606.ENSP00000355249	0	0	0	0	0.062	0.104	0.9	0.613	0.963
CCND3	MYC	9606.ENSP00000362082	9606.ENSP00000479618	0	0	0	0	0.062	0	0	0.647	0.655
CCND3	CCNF	9606.ENSP00000362082	9606.ENSP00000380256	0	0	0	0	0.062	0.098	0.54	0.472	0.767
CCND3	CDKN1A	9606.ENSP00000362082	9606.ENSP00000384849	0	0	0	0	0.062	0.93	0.8	0.751	0.996
CCNF	CDKN1B	9606.ENSP00000380256	9606.ENSP00000228872	0	0	0	0	0.061	0.244	0	0.328	0.481
CCNF	CDCA2	9606.ENSP00000380256	9606.ENSP00000328228	0	0	0	0	0.267	0	0	0.235	0.416
CCNF	E2F2	9606.ENSP00000380256	9606.ENSP00000355249	0	0	0	0	0.188	0.368	0	0.55	0.749
CCNF	DTL	9606.ENSP00000380256	9606.ENSP00000355958	0	0	0	0	0.236	0	0	0.384	0.509
CCNF	CDCA8	9606.ENSP00000380256	9606.ENSP00000362146	0	0	0	0	0.677	0	0	0.373	0.789
CCNF	CDKN1A	9606.ENSP00000380256	9606.ENSP00000384849	0	0	0	0	0.061	0.244	0.54	0.321	0.748
CCNF	KIFC1	9606.ENSP00000380256	9606.ENSP00000393963	0	0	0	0	0.704	0.139	0	0.282	0.801
CCRN4L	NR3C1	9606.ENSP00000280614	9606.ENSP00000231509	0	0	0	0	0	0.06	0	0.39	0.402
CCRN4L	SOX9	9606.ENSP00000280614	9606.ENSP00000245479	0	0	0	0	0	0	0	0.439	0.439
CCRN4L	NR1D1	9606.ENSP00000280614	9606.ENSP00000246672	0	0	0	0	0	0	0	0.602	0.602
CCRN4L	PER2	9606.ENSP00000280614	9606.ENSP00000254657	0	0	0	0	0.062	0	0	0.578	0.588
CCRN4L	ZFP36	9606.ENSP00000280614	9606.ENSP00000469647	0	0	0	0	0.062	0.141	0	0.487	0.551
CDCA2	GSG2	9606.ENSP00000328228	9606.ENSP00000325290	0	0	0	0	0.394	0	0	0.612	0.755
CDCA2	DTL	9606.ENSP00000328228	9606.ENSP00000355958	0	0	0	0	0.578	0	0	0	0.578
CDCA2	KIFC1	9606.ENSP00000328228	9606.ENSP00000393963	0	0	0	0	0.424	0	0	0.337	0.602
CDCA2	CDCA8	9606.ENSP00000328228	9606.ENSP00000362146	0	0	0	0	0.652	0	0	0.591	0.852
CDCA8	GSG2	9606.ENSP00000362146	9606.ENSP00000325290	0	0	0	0	0.337	0	0	0.662	0.766
CDCA8	E2F2	9606.ENSP00000362146	9606.ENSP00000355249	0	0	0	0	0.174	0	0	0.358	0.447
CDCA8	DTL	9606.ENSP00000362146	9606.ENSP00000355958	0	0	0	0	0.787	0	0	0.123	0.806
CDCA8	STIL	9606.ENSP00000362146	9606.ENSP00000360944	0	0	0	0	0.574	0	0	0.151	0.623
CDCA8	KIFC1	9606.ENSP00000362146	9606.ENSP00000393963	0	0	0	0	0.904	0	0	0.458	0.946
CDKN1A	TFAP2C	9606.ENSP00000384849	9606.ENSP00000201031	0	0	0	0	0	0	0.9	0.22	0.918
CDKN1A	GADD45B	9606.ENSP00000384849	9606.ENSP00000215631	0	0	0	0	0.155	0.226	0	0.47	0.624
CDKN1A	TNFRSF10A	9606.ENSP00000384849	9606.ENSP00000221132	0	0	0	0	0.064	0	0	0.404	0.418
CDKN1A	CDKN1B	9606.ENSP00000384849	9606.ENSP00000228872	0	0	0	0.739	0	0.682	0.8	0.883	0.948
CDKN1A	EGR1	9606.ENSP00000384849	9606.ENSP00000239938	0	0	0	0	0	0.058	0	0.462	0.472
CDKN1A	GDF15	9606.ENSP00000384849	9606.ENSP00000252809	0	0	0	0	0.101	0	0	0.452	0.486
CDKN1A	SESN2	9606.ENSP00000384849	9606.ENSP00000253063	0	0	0	0	0.093	0	0	0.387	0.421
CDKN1A	JAG1	9606.ENSP00000384849	9606.ENSP00000254958	0	0	0	0	0.068	0	0	0.39	0.407
CDKN1A	SMAD7	9606.ENSP00000384849	9606.ENSP00000262158	0	0	0	0	0.065	0	0	0.433	0.447
CDKN1A	FOS	9606.ENSP00000384849	9606.ENSP00000306245	0	0	0	0	0	0	0	0.52	0.52
CDKN1A	PMAIP1	9606.ENSP00000384849	9606.ENSP00000326119	0	0	0	0	0.062	0	0	0.657	0.664
CDKN1A	TGFBR2	9606.ENSP00000384849	9606.ENSP00000351905	0	0	0	0	0.07	0.059	0	0.404	0.432
CDKN1A	E2F2	9606.ENSP00000384849	9606.ENSP00000355249	0	0	0	0	0.052	0	0.9	0.615	0.96
CDKN1A	DTL	9606.ENSP00000384849	9606.ENSP00000355958	0	0	0	0	0.062	0.763	0	0.494	0.878
CDKN1A	FOXO1	9606.ENSP00000384849	9606.ENSP00000368880	0	0	0	0	0	0.479	0	0.523	0.74
CDKN1A	NFE2L2	9606.ENSP00000384849	9606.ENSP00000380252	0	0	0	0	0.06	0.285	0	0.74	0.81
CDKN1A	KLF6	9606.ENSP00000384849	9606.ENSP00000419923	0	0	0	0	0.085	0.058	0	0.37	0.409
CDKN1A	SESN1	9606.ENSP00000384849	9606.ENSP00000393762	0	0	0	0	0.049	0	0	0.427	0.432
CDKN1A	MYC	9606.ENSP00000384849	9606.ENSP00000479618	0	0	0	0	0	0.307	0.9	0.748	0.981
CDKN1B	FOS	9606.ENSP00000228872	9606.ENSP00000306245	0	0	0	0	0	0	0	0.462	0.462
CDKN1B	TXNIP	9606.ENSP00000228872	9606.ENSP00000462521	0	0	0	0	0.085	0.27	0	0.261	0.463
CDKN1B	JAG1	9606.ENSP00000228872	9606.ENSP00000254958	0	0	0	0	0	0	0	0.471	0.471
CDKN1B	MYC	9606.ENSP00000228872	9606.ENSP00000479618	0	0	0	0	0	0.4	0	0.692	0.807
CDKN1B	DCAF16	9606.ENSP00000228872	9606.ENSP00000371682	0	0	0	0	0	0	0.9	0	0.9
CDKN1B	RHOB	9606.ENSP00000228872	9606.ENSP00000272233	0	0	0	0	0	0.155	0.9	0.144	0.921
CDKN1B	DTL	9606.ENSP00000228872	9606.ENSP00000355958	0	0	0	0	0.062	0.078	0.9	0.292	0.93
CDKN1B	E2F2	9606.ENSP00000228872	9606.ENSP00000355249	0	0	0	0	0.052	0	0.9	0.546	0.953
CDKN1B	FOXO1	9606.ENSP00000228872	9606.ENSP00000368880	0	0	0	0	0	0.056	0.9	0.653	0.964
CLCF1	LIF	9606.ENSP00000309338	9606.ENSP00000249075	0	0	0	0	0.175	0	0	0.477	0.55
CLCF1	IL11	9606.ENSP00000309338	9606.ENSP00000264563	0	0	0	0	0.065	0	0	0.559	0.57
CLDN2	WNK4	9606.ENSP00000441283	9606.ENSP00000246914	0	0	0	0	0.062	0.227	0	0.282	0.435
CLDN2	HNF1A	9606.ENSP00000441283	9606.ENSP00000257555	0	0	0	0	0.091	0	0	0.384	0.416
CNN1	RGCC	9606.ENSP00000252456	9606.ENSP00000368664	0	0	0	0	0.055	0	0	0.63	0.635
CSGALNACT1	VCAN	9606.ENSP00000411816	9606.ENSP00000265077	0	0	0	0	0.062	0	0.9	0.379	0.936
CSRNP1	FOSB	9606.ENSP00000273153	9606.ENSP00000245919	0	0	0	0	0.227	0	0	0.307	0.441
CSRNP1	IER2	9606.ENSP00000273153	9606.ENSP00000465617	0	0	0	0	0.204	0	0	0.281	0.404
CSRNP1	RASSF2	9606.ENSP00000273153	9606.ENSP00000368710	0	0	0	0	0	0	0	0.417	0.417
CXCL2	HBEGF	9606.ENSP00000427279	9606.ENSP00000230990	0	0	0	0	0.169	0	0	0.341	0.429
CXCL2	DUSP1	9606.ENSP00000427279	9606.ENSP00000239223	0	0	0	0	0.184	0	0	0.369	0.463
CXCL2	EGR1	9606.ENSP00000427279	9606.ENSP00000239938	0	0	0	0	0.136	0	0	0.34	0.405
CXCL2	LIF	9606.ENSP00000427279	9606.ENSP00000249075	0	0	0	0	0.12	0	0.9	0.291	0.932
CXCL2	IER3	9606.ENSP00000427279	9606.ENSP00000259874	0	0	0	0	0.164	0	0	0.38	0.46
CXCL2	IL11	9606.ENSP00000427279	9606.ENSP00000264563	0	0	0	0	0	0	0	0.4	0.4
CXCL2	CXCL3	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0	0.979	0.705	0	0.8	0.843	0.939
CXCL2	IL12A	9606.ENSP00000427279	9606.ENSP00000303231	0	0	0	0	0	0	0.9	0.164	0.912
CXCL2	FOS	9606.ENSP00000427279	9606.ENSP00000306245	0	0	0	0	0.18	0	0	0.407	0.493
CXCL2	CXCR4	9606.ENSP00000427279	9606.ENSP00000386884	0	0	0	0	0	0	0.6	0.872	0.946
CXCL2	ZFP36	9606.ENSP00000427279	9606.ENSP00000469647	0	0	0	0	0.211	0	0	0.34	0.456
CXCL3	CXCR4	9606.ENSP00000296026	9606.ENSP00000386884	0	0	0	0	0	0	0.6	0.456	0.773
CXCR4	SOX9	9606.ENSP00000386884	9606.ENSP00000245479	0	0	0	0	0	0.056	0	0.392	0.401
CXCR4	LIF	9606.ENSP00000386884	9606.ENSP00000249075	0	0	0	0	0	0	0	0.412	0.412
CXCR4	JAG1	9606.ENSP00000386884	9606.ENSP00000254958	0	0	0	0	0	0	0	0.477	0.477
CXCR4	THBS1	9606.ENSP00000386884	9606.ENSP00000260356	0	0	0	0	0	0	0	0.408	0.408
CXCR4	IL11	9606.ENSP00000386884	9606.ENSP00000264563	0	0	0	0	0	0	0	0.46	0.459
CXCR4	SHH	9606.ENSP00000386884	9606.ENSP00000297261	0	0	0	0	0.063	0	0	0.794	0.799
CXCR4	FOS	9606.ENSP00000386884	9606.ENSP00000306245	0	0	0	0	0.069	0	0	0.391	0.408
CXCR4	ETV5	9606.ENSP00000386884	9606.ENSP00000306894	0	0	0	0	0	0	0	0.433	0.433
CXCR4	GNAI1	9606.ENSP00000386884	9606.ENSP00000343027	0	0	0	0	0	0.549	0.9	0.136	0.957
CXCR4	FUT4	9606.ENSP00000386884	9606.ENSP00000351602	0	0	0	0	0.062	0	0	0.513	0.524
CXCR4	EDN1	9606.ENSP00000386884	9606.ENSP00000368683	0	0	0	0	0	0	0.9	0.419	0.939
CXCR4	FOXO1	9606.ENSP00000386884	9606.ENSP00000368880	0	0	0	0	0	0.057	0	0.391	0.401
CXCR4	NFE2L2	9606.ENSP00000386884	9606.ENSP00000380252	0	0	0	0	0	0	0	0.415	0.415
CXCR4	NR4A1	9606.ENSP00000386884	9606.ENSP00000440864	0	0	0	0	0	0.058	0	0.408	0.419
CXCR4	MYC	9606.ENSP00000386884	9606.ENSP00000479618	0	0	0	0	0	0	0	0.561	0.561
DACT2	PHF10	9606.ENSP00000355760	9606.ENSP00000341805	0	0	0	0	0	0	0	0.655	0.655
DACT2	SPRY1	9606.ENSP00000355760	9606.ENSP00000481675	0	0	0	0	0	0	0	0.483	0.483
DBF4B	PLK3	9606.ENSP00000323663	9606.ENSP00000361275	0	0	0	0	0.064	0.527	0	0.144	0.587
DCAF16	DTL	9606.ENSP00000371682	9606.ENSP00000355958	0	0	0	0	0	0	0.9	0.394	0.936
DDIT4	NR3C1	9606.ENSP00000307305	9606.ENSP00000231509	0	0	0	0	0	0	0	0.404	0.404
DDIT4	DUSP1	9606.ENSP00000307305	9606.ENSP00000239223	0	0	0	0	0.064	0	0	0.677	0.685
DDIT4	SESN2	9606.ENSP00000307305	9606.ENSP00000253063	0	0	0	0	0.089	0	0	0.571	0.593
DDIT4	SLC2A1	9606.ENSP00000307305	9606.ENSP00000416293	0	0	0	0	0.083	0	0	0.416	0.441
DDIT4	FOXO1	9606.ENSP00000307305	9606.ENSP00000368880	0	0	0	0	0	0	0	0.443	0.443
DDIT4	DUSP5	9606.ENSP00000307305	9606.ENSP00000358596	0	0	0	0	0.062	0	0	0.472	0.484
DDIT4	SESN1	9606.ENSP00000307305	9606.ENSP00000393762	0	0	0	0	0.062	0	0	0.526	0.536
DDIT4	TXNIP	9606.ENSP00000307305	9606.ENSP00000462521	0	0	0	0	0.062	0.27	0	0.986	0.99
DNAJB9	HSPA4L	9606.ENSP00000249356	9606.ENSP00000296464	0.042	0	0.36	0	0.143	0.25	0	0.294	0.671
DNAJB9	HSPA1B	9606.ENSP00000249356	9606.ENSP00000364801	0.042	0	0.432	0	0.143	0.23	0	0.242	0.678
DNAJB9	HSPA1A	9606.ENSP00000249356	9606.ENSP00000364802	0.042	0	0.432	0	0.143	0.23	0	0.361	0.728
DNAJB9	VIMP	9606.ENSP00000249356	9606.ENSP00000381282	0	0	0	0	0.693	0	0	0.199	0.744
DNAJB9	HERPUD1	9606.ENSP00000249356	9606.ENSP00000409555	0	0	0	0	0.264	0	0	0.7	0.77
DNAJC15	HSPA4L	9606.ENSP00000368523	9606.ENSP00000296464	0.05	0	0	0	0.065	0.533	0	0.085	0.569
DNAJC15	HERPUD1	9606.ENSP00000368523	9606.ENSP00000409555	0	0	0	0	0	0	0	0.457	0.457
DTL	KIFC1	9606.ENSP00000355958	9606.ENSP00000393963	0	0	0	0	0.409	0	0	0	0.409
DTL	STIL	9606.ENSP00000355958	9606.ENSP00000360944	0	0	0	0	0.692	0	0	0	0.692
DUSP1	GADD45B	9606.ENSP00000239223	9606.ENSP00000215631	0	0	0	0	0.262	0	0	0.425	0.557
DUSP1	NR3C1	9606.ENSP00000239223	9606.ENSP00000231509	0	0	0	0	0	0.058	0.9	0.597	0.958
DUSP1	RGS2	9606.ENSP00000239223	9606.ENSP00000235382	0	0	0	0	0.311	0	0	0.473	0.621
DUSP1	NFE2L2	9606.ENSP00000239223	9606.ENSP00000380252	0	0	0	0	0	0.27	0	0.218	0.405
DUSP1	FOSL1	9606.ENSP00000239223	9606.ENSP00000310170	0	0	0	0	0.063	0.139	0	0.323	0.406
DUSP1	IER3	9606.ENSP00000239223	9606.ENSP00000259874	0	0	0	0	0.067	0	0	0.393	0.409
DUSP1	MYC	9606.ENSP00000239223	9606.ENSP00000479618	0	0	0	0	0.062	0.064	0	0.45	0.474
DUSP1	EGR2	9606.ENSP00000239223	9606.ENSP00000242480	0	0	0	0	0.121	0.067	0	0.413	0.477
DUSP1	IER2	9606.ENSP00000239223	9606.ENSP00000465617	0	0	0	0	0.284	0	0	0.422	0.568
DUSP1	NR4A2	9606.ENSP00000239223	9606.ENSP00000344479	0	0	0	0	0.336	0	0	0.392	0.579
DUSP1	TM4SF1	9606.ENSP00000239223	9606.ENSP00000304277	0	0	0	0	0	0	0	0.621	0.621
DUSP1	KLF6	9606.ENSP00000239223	9606.ENSP00000419923	0	0	0	0	0.547	0.067	0	0.304	0.68
DUSP1	NR4A1	9606.ENSP00000239223	9606.ENSP00000440864	0	0	0	0	0.301	0	0	0.573	0.689
DUSP1	EGR1	9606.ENSP00000239223	9606.ENSP00000239938	0	0	0	0	0.298	0.067	0	0.653	0.753
DUSP1	JUNB	9606.ENSP00000239223	9606.ENSP00000303315	0	0	0	0	0.658	0.145	0	0.299	0.777
DUSP1	FOSB	9606.ENSP00000239223	9606.ENSP00000245919	0	0	0	0	0.676	0.139	0	0.539	0.86
DUSP1	DUSP4	9606.ENSP00000239223	9606.ENSP00000240100	0	0	0	0.964	0	0	0.9	0.758	0.902
DUSP1	DUSP2	9606.ENSP00000239223	9606.ENSP00000288943	0	0	0	0.942	0.108	0	0.9	0.857	0.911
DUSP1	DUSP6	9606.ENSP00000239223	9606.ENSP00000279488	0	0	0	0.789	0.062	0	0.9	0.783	0.918
DUSP1	ZFP36	9606.ENSP00000239223	9606.ENSP00000469647	0	0	0	0	0.793	0.062	0	0.689	0.934
DUSP1	HSPA1A	9606.ENSP00000239223	9606.ENSP00000364802	0	0	0	0	0.074	0.058	0.9	0.347	0.935
DUSP1	FOS	9606.ENSP00000239223	9606.ENSP00000306245	0	0	0	0	0.872	0.139	0	0.686	0.962
DUSP16	PPP1R3B	9606.ENSP00000298573	9606.ENSP00000308318	0	0	0	0	0	0	0	0.506	0.506
DUSP16	LOH12CR1	9606.ENSP00000298573	9606.ENSP00000321546	0	0	0	0	0	0	0	0.568	0.568
DUSP2	EGR1	9606.ENSP00000288943	9606.ENSP00000239938	0	0	0	0	0.067	0.067	0	0.39	0.422
DUSP2	DUSP4	9606.ENSP00000288943	9606.ENSP00000240100	0	0	0	0.929	0	0	0.9	0.777	0.905
DUSP2	FOSB	9606.ENSP00000288943	9606.ENSP00000245919	0	0	0	0	0.142	0.139	0	0.272	0.415
DUSP2	DUSP6	9606.ENSP00000288943	9606.ENSP00000279488	0	0	0	0.824	0	0	0.9	0.68	0.911
DUSP2	FOS	9606.ENSP00000288943	9606.ENSP00000306245	0	0	0	0	0.106	0.139	0	0.332	0.442
DUSP2	ZFP36	9606.ENSP00000288943	9606.ENSP00000469647	0	0	0	0	0.139	0.285	0	0.21	0.472
DUSP4	EGR1	9606.ENSP00000240100	9606.ENSP00000239938	0	0	0	0	0	0.067	0	0.391	0.407
DUSP4	ETV4	9606.ENSP00000240100	9606.ENSP00000321835	0	0	0	0	0.097	0	0	0.395	0.431
DUSP4	ETV5	9606.ENSP00000240100	9606.ENSP00000306894	0	0	0	0	0.082	0	0	0.418	0.443
DUSP4	FOSL1	9606.ENSP00000240100	9606.ENSP00000310170	0	0	0	0	0.108	0.139	0	0.341	0.45
DUSP4	FOS	9606.ENSP00000240100	9606.ENSP00000306245	0	0	0	0	0.063	0.139	0	0.393	0.467
DUSP4	PHLDA1	9606.ENSP00000240100	9606.ENSP00000266671	0	0	0	0	0.097	0	0	0.47	0.501
DUSP4	SPRY2	9606.ENSP00000240100	9606.ENSP00000366306	0	0	0	0	0.065	0	0	0.518	0.53
DUSP4	SPRY4	9606.ENSP00000240100	9606.ENSP00000344967	0	0	0	0	0.088	0	0	0.645	0.662
DUSP4	DUSP6	9606.ENSP00000240100	9606.ENSP00000279488	0	0	0	0.784	0.062	0	0.9	0.815	0.919
DUSP5	GADD45B	9606.ENSP00000358596	9606.ENSP00000215631	0	0	0	0	0.126	0	0	0.391	0.445
DUSP5	EGR1	9606.ENSP00000358596	9606.ENSP00000239938	0	0	0	0	0.097	0.067	0	0.461	0.507
DUSP5	FOSB	9606.ENSP00000358596	9606.ENSP00000245919	0	0	0	0	0.108	0.139	0	0.317	0.43
DUSP5	MAP3K8	9606.ENSP00000358596	9606.ENSP00000263056	0	0	0	0	0.077	0.104	0	0.336	0.404
DUSP5	GEM	9606.ENSP00000358596	9606.ENSP00000297596	0	0	0	0	0.076	0.126	0	0.337	0.418
DUSP5	FOS	9606.ENSP00000358596	9606.ENSP00000306245	0	0	0	0	0.145	0.139	0	0.463	0.57
DUSP5	FOSL1	9606.ENSP00000358596	9606.ENSP00000310170	0	0	0	0	0.119	0.139	0	0.293	0.417
DUSP5	SPRY4	9606.ENSP00000358596	9606.ENSP00000344967	0	0	0	0	0.06	0	0	0.494	0.504
DUSP5	NR4A1	9606.ENSP00000358596	9606.ENSP00000440864	0	0	0	0	0.141	0	0	0.388	0.452
DUSP5	SPRY1	9606.ENSP00000358596	9606.ENSP00000481675	0	0	0	0	0.062	0	0	0.504	0.514
DUSP6	LFNG	9606.ENSP00000279488	9606.ENSP00000222725	0	0	0	0	0.061	0	0	0.436	0.447
DUSP6	EGR1	9606.ENSP00000279488	9606.ENSP00000239938	0	0	0	0	0.112	0.059	0	0.468	0.516
DUSP6	EGR2	9606.ENSP00000279488	9606.ENSP00000242480	0	0	0	0	0.063	0.059	0	0.406	0.431
DUSP6	JAG1	9606.ENSP00000279488	9606.ENSP00000254958	0	0	0	0	0	0.056	0	0.457	0.465
DUSP6	PHLDA1	9606.ENSP00000279488	9606.ENSP00000266671	0	0	0	0	0.088	0	0	0.385	0.415
DUSP6	MYC	9606.ENSP00000279488	9606.ENSP00000479618	0	0	0	0	0.06	0.058	0	0.39	0.412
DUSP6	FOSL1	9606.ENSP00000279488	9606.ENSP00000310170	0	0	0	0	0.063	0.11	0	0.37	0.429
DUSP6	SPRED1	9606.ENSP00000279488	9606.ENSP00000299084	0	0	0	0	0.085	0	0	0.404	0.431
DUSP6	SPRED2	9606.ENSP00000279488	9606.ENSP00000348753	0	0	0	0	0.049	0	0	0.489	0.493
DUSP6	NRARP	9606.ENSP00000279488	9606.ENSP00000349041	0	0	0	0	0	0.078	0	0.537	0.554
DUSP6	FOS	9606.ENSP00000279488	9606.ENSP00000306245	0	0	0	0	0.098	0.11	0	0.497	0.561
DUSP6	ETV5	9606.ENSP00000279488	9606.ENSP00000306894	0	0	0	0	0.09	0	0	0.604	0.624
DUSP6	SPRY1	9606.ENSP00000279488	9606.ENSP00000481675	0	0	0	0	0.076	0	0	0.623	0.637
DUSP6	ETV4	9606.ENSP00000279488	9606.ENSP00000321835	0	0	0	0	0.062	0	0	0.67	0.678
DUSP6	SPRY2	9606.ENSP00000279488	9606.ENSP00000366306	0	0	0	0	0.127	0	0	0.712	0.738
DUSP6	SPRY4	9606.ENSP00000279488	9606.ENSP00000344967	0	0	0	0	0.12	0	0	0.73	0.753
DUSP6	FOXO1	9606.ENSP00000279488	9606.ENSP00000368880	0	0	0	0	0	0.09	0	0.744	0.758
DYRK1B	LGALS3	9606.ENSP00000469863	9606.ENSP00000254301	0	0	0	0	0	0	0	0.535	0.535
DYRK1B	HNF1A	9606.ENSP00000469863	9606.ENSP00000257555	0	0	0	0	0	0.487	0	0.641	0.807
DYRK3	GADD45B	9606.ENSP00000356076	9606.ENSP00000215631	0	0	0	0	0	0	0	0.545	0.545
E2F2	SUV39H1	9606.ENSP00000355249	9606.ENSP00000337976	0	0	0	0	0.183	0.058	0.9	0.243	0.933
E2F2	MYC	9606.ENSP00000355249	9606.ENSP00000479618	0	0	0	0	0.062	0	0	0.631	0.639
EDN1	HBEGF	9606.ENSP00000368683	9606.ENSP00000230990	0	0	0	0	0.107	0	0	0.459	0.496
EDN1	EGR1	9606.ENSP00000368683	9606.ENSP00000239938	0	0	0	0	0	0	0	0.409	0.409
EDN1	JAG1	9606.ENSP00000368683	9606.ENSP00000254958	0	0	0	0	0.076	0	0	0.445	0.465
EDN1	THBS1	9606.ENSP00000368683	9606.ENSP00000260356	0	0	0	0	0.088	0	0	0.513	0.537
EDN1	FOS	9606.ENSP00000368683	9606.ENSP00000306245	0	0	0	0	0	0	0	0.533	0.533
EDN1	OXTR	9606.ENSP00000368683	9606.ENSP00000324270	0	0	0	0	0	0	0.6	0.171	0.654
EDN1	GNAI1	9606.ENSP00000368683	9606.ENSP00000343027	0	0	0	0	0	0	0.9	0.136	0.909
EGR1	GADD45B	9606.ENSP00000239938	9606.ENSP00000215631	0	0	0	0	0.097	0	0	0.505	0.534
EGR1	SALL4	9606.ENSP00000239938	9606.ENSP00000217086	0	0	0	0.564	0	0.102	0.65	0.141	0.687
EGR1	HBEGF	9606.ENSP00000239938	9606.ENSP00000230990	0	0	0	0	0.108	0	0	0.379	0.422
EGR1	NR3C1	9606.ENSP00000239938	9606.ENSP00000231509	0	0	0	0	0	0.161	0	0.821	0.843
EGR1	FOXO1	9606.ENSP00000239938	9606.ENSP00000368880	0	0	0	0	0	0.078	0	0.391	0.414
EGR1	THBS1	9606.ENSP00000239938	9606.ENSP00000260356	0	0	0	0	0.063	0.056	0	0.391	0.414
EGR1	SOX9	9606.ENSP00000239938	9606.ENSP00000245479	0	0	0	0	0	0.101	0	0.39	0.428
EGR1	ID1	9606.ENSP00000239938	9606.ENSP00000365280	0	0	0	0	0	0.077	0	0.406	0.428
EGR1	ETS2	9606.ENSP00000239938	9606.ENSP00000353344	0	0	0	0	0.062	0.057	0	0.423	0.445
EGR1	IER3	9606.ENSP00000239938	9606.ENSP00000259874	0	0	0	0	0.078	0	0	0.503	0.522
EGR1	GDF15	9606.ENSP00000239938	9606.ENSP00000252809	0	0	0	0	0.062	0.057	0	0.517	0.535
EGR1	NR4A3	9606.ENSP00000239938	9606.ENSP00000482027	0	0	0	0	0.091	0.061	0	0.525	0.559
EGR1	ZFP36	9606.ENSP00000239938	9606.ENSP00000469647	0	0	0	0	0.3	0.077	0	0.45	0.614
EGR1	NR4A2	9606.ENSP00000239938	9606.ENSP00000344479	0	0	0	0	0.199	0.061	0	0.567	0.646
EGR1	MECOM	9606.ENSP00000239938	9606.ENSP00000264674	0	0	0	0.575	0	0	0.65	0.126	0.663
EGR1	MYC	9606.ENSP00000239938	9606.ENSP00000479618	0	0	0	0	0.063	0.058	0	0.734	0.746
EGR1	EGR3	9606.ENSP00000239938	9606.ENSP00000318057	0	0	0	0.886	0.631	0	0.3	0.74	0.753
EGR1	NR4A1	9606.ENSP00000239938	9606.ENSP00000440864	0	0	0	0	0.372	0.061	0	0.732	0.828
EGR1	IER2	9606.ENSP00000239938	9606.ENSP00000465617	0	0	0	0	0.633	0	0	0.609	0.85
EGR1	FOSL1	9606.ENSP00000239938	9606.ENSP00000310170	0	0	0	0	0.089	0.062	0.65	0.639	0.877
EGR1	EGR2	9606.ENSP00000239938	9606.ENSP00000242480	0	0	0	0.843	0.81	0	0.3	0.834	0.879
EGR1	OAS1	9606.ENSP00000239938	9606.ENSP00000388001	0	0	0	0	0	0	0.9	0.17	0.913
EGR1	EGR4	9606.ENSP00000239938	9606.ENSP00000445626	0	0	0	0.706	0.086	0	0.9	0.765	0.925
EGR1	TRIB1	9606.ENSP00000239938	9606.ENSP00000312150	0	0	0	0	0.195	0.117	0.9	0.234	0.938
EGR1	VGF	9606.ENSP00000239938	9606.ENSP00000249330	0	0	0	0	0.062	0	0.9	0.407	0.939
EGR1	FOSB	9606.ENSP00000239938	9606.ENSP00000245919	0	0	0	0	0.753	0.062	0.65	0.777	0.979
EGR1	NAB2	9606.ENSP00000239938	9606.ENSP00000300131	0	0	0	0	0.063	0.284	0.6	0.937	0.981
EGR1	JUNB	9606.ENSP00000239938	9606.ENSP00000303315	0	0	0	0	0.705	0.7	0.65	0.517	0.983
EGR1	FOS	9606.ENSP00000239938	9606.ENSP00000306245	0	0	0	0	0.961	0.062	0.65	0.948	0.999
EGR2	GADD45B	9606.ENSP00000242480	9606.ENSP00000215631	0	0	0	0	0.097	0	0	0.398	0.433
